director,release_year,movie_id,title,weighted_rating
Michel Gondry,2008,4953,Be Kind Rewind,6.126016139984131
Michel Gondry,2005,292,Dave Chappelle's Block Party,6.102005958557129
Michel Gondry,2004,38,Eternal Sunshine of the Spotless Mind,7.524241924285889
Kevin Reynolds,2016,335778,Risen,6.000781536102295
Kevin Reynolds,2002,11362,The Count of Monte Cristo,6.480439186096191
Kevin Reynolds,1995,9804,Waterworld,5.995018005371094
Kevin Reynolds,1994,10448,Rapa Nui,6.0968546867370605
Kevin Reynolds,1991,8367,Robin Hood: Prince of Thieves,6.339871406555176
Dito Montiel,2011,74536,The Son of No One,5.980094909667969
Lexi Alexander,2008,13056,Punisher: War Zone,5.97755765914917
Victor Fleming,1944,43306,A Guy Named Joe,6.092533588409424
Victor Fleming,1939,630,The Wizard of Oz,6.918216228485107
Victor Fleming,1939,770,Gone with the Wind,6.901233673095703
Benedikt Erlingsson,2013,217708,Of Horses and Men,6.114598751068115
Andrew Traucki,2010,49787,The Reef,6.010541915893555
Katie Aselton,2012,84178,Black Rock,6.003548622131348
Marc Webb,2014,102382,The Amazing Spider-Man 2,6.42409086227417
Marc Webb,2012,1930,The Amazing Spider-Man,6.448307514190674
Marc Webb,2009,19913,(500) Days of Summer,6.925260066986084
Ernest R. Dickerson,1995,9059,Tales from the Crypt: Demon Knight,6.147464275360107
Danny Pang,2013,244339,Out of Inferno,6.08997917175293
Danny Pang,2008,13184,Bangkok Dangerous,5.812145709991455
Dick Richards,1977,25388,March or Die,6.095056533813477
Harmage Singh Kalirai,2005,31163,Chicken Tikka Masala,6.079854965209961
Eric England,2013,308467,Roadside,6.0834856033325195
Daniel Stamm,2010,38358,The Last Exorcism,5.967583656311035
Mary Lambert,2000,36047,The In Crowd,6.071847915649414
Mary Lambert,1989,8913,Pet Sematary,6.184685230255127
D.J. Caruso,2011,46529,I Am Number Four,5.973388671875
D.J. Caruso,2008,13027,Eagle Eye,6.199737071990967
D.J. Caruso,2007,8271,Disturbia,6.352712631225586
D.J. Caruso,2002,11468,Salton Sea,6.182013034820557
Claude Miller,2001,55903,Betty Fisher and Other Stories,6.096133232116699
Kirk Loudon,2014,326576,Dawn of the Crescent Moon,6.089041709899902
Cary Bell,2014,253290,Butterfly Girl,6.093305587768555
Michael Curtiz,1954,24973,The Egyptian,6.092247486114502
Michael Curtiz,1942,289,Casablanca,7.172314167022705
Michael Curtiz,1936,43884,The Charge of the Light Brigade,6.106325626373291
Jonathan Kesselman,2003,19187,The Hebrew Hammer,6.0897440910339355
Joe Cornish,2011,59678,Attack the Block,6.182848930358887
Breck Eisner,2015,274854,The Last Witch Hunter,5.865793228149414
Breck Eisner,2010,29427,The Crazies,6.13572883605957
Breck Eisner,2005,7364,Sahara,5.970767974853516
Don Scardino,2013,124459,The Incredible Burt Wonderstone,5.75203800201416
Allen Hughes,2013,98357,Broken City,5.943028450012207
E. Elias Merhige,2004,8080,Suspect Zero,6.038297176361084
E. Elias Merhige,2000,10873,Shadow of the Vampire,6.16104793548584
Don Michael Paul,2007,15581,Who's Your Caddy?,6.05105447769165
Don Michael Paul,2002,10167,Half Past Dead,5.975677013397217
Don Michael Paul,2000,10501,The Road to El Dorado,6.521452903747559
Emma-Kate Croghan,1996,76996,Love and Other Catastrophes,6.090578556060791
Rachel Goldenberg,2008,60463,Sunday School Musical,6.090841293334961
Andrucha Waddington,2005,29262,The House of Sand,6.0989460945129395
Jeremy Brock,2006,11404,Driving Lessons,6.102962017059326
Olly Blackburn,2008,13429,Donkey Punch,6.011354923248291
Terry Gilliam,2009,8054,The Imaginarium of Doctor Parnassus,6.191564559936523
Terry Gilliam,2005,4442,The Brothers Grimm,5.8662238121032715
Terry Gilliam,1998,1878,Fear and Loathing in Las Vegas,6.730389595031738
Terry Gilliam,1991,177,The Fisher King,6.383600234985352
Terry Gilliam,1985,68,Brazil,6.758780002593994
Terry Gilliam,1981,36819,Time Bandits,6.197748184204102
Terry Gilliam,1975,762,Monty Python and the Holy Grail,7.186306476593018
José Padilha,2014,97020,RoboCop,5.814262390136719
José Padilha,2007,7347,Elite Squad,6.681257724761963
John Schlesinger,2000,1831,The Next Best Thing,6.04066801071167
John Schlesinger,1996,17182,Eye for an Eye,6.075224876403809
John Schlesinger,1969,3116,Midnight Cowboy,6.403879165649414
Michael D. Sellers,2007,46849,Eye of the Dolphin,6.100600242614746
Fatih Akin,2009,31175,Soul Kitchen,6.201934814453125
Morgan Neville,2013,159014,20 Feet from Stardom,6.19969367980957
Brett Piper,2015,360188,Queen Crab,6.0845947265625
Simon Wincer,2001,9290,Crocodile Dundee in Los Angeles,5.909212589263916
Simon Wincer,1996,9826,The Phantom,5.920255661010742
Simon Wincer,1991,2453,Harley Davidson and the Marlboro Man,6.093832969665527
Simon Wincer,1990,9588,Quigley Down Under,6.138200283050537
Amy Holden Jones,1983,75986,Love Letters,6.087102890014648
Richard J. Lewis,2010,46829,Barney's Version,6.224522113800049
Charles Robert Carner,2008,15365,Witless Protection,6.038050651550293
Phil Lord,2014,137106,The Lego Movie,7.165172576904297
Phil Lord,2014,187017,22 Jump Street,6.796746253967285
Phil Lord,2012,64688,21 Jump Street,6.5843987464904785
Phil Lord,2009,22794,Cloudy with a Chance of Meatballs,6.355868339538574
Sngmoo Lee,2010,46528,The Warrior's Way,6.118977069854736
Rafa Lara,2013,184374,Cinco de Mayo: La Batalla,6.089085102081299
Bill Paxton,2005,15487,The Greatest Game Ever Played,6.176314353942871
Bill Paxton,2001,12149,Frailty,6.327517509460449
Carter Smith,2008,11152,The Ruins,5.9865031242370605
Chris Eyre,1998,20862,Smoke Signals,6.105676651000977
Richard Rich,2014,294512,Alpha and Omega: The Legend of the Saw Tooth Cave,6.094995021820068
Luis Valdez,1987,16620,La Bamba,6.169562816619873
Julien Temple,2001,40880,Pandaemonium,6.08998966217041
Fina Torres,2000,14629,Woman on Top,6.0661492347717285
Tom Hanks,2011,59861,Larry Crowne,5.986176013946533
Tom Hanks,1996,9591,That Thing You Do!,6.227601528167725
Alex Rivera,2008,20764,Sleep Dealer,6.089569568634033
Ken Roht,2014,408429,Perfect Cowboy,6.092166900634766
Terence Davies,2000,25520,The House of Mirth,6.101097583770752
George Armitage,2004,12634,The Big Bounce,6.01302433013916
George Armitage,1997,9434,Grosse Pointe Blank,6.2730793952941895
Michael Meredith,2009,24663,The Open Road,6.068180084228516
Paul Crowder,2006,39183,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,6.088960647583008
Ryan Fleck,2010,43923,It's Kind of a Funny Story,6.425677299499512
Ryan Fleck,2006,7859,Half Nelson,6.174712181091309
Mel Stuart,1971,252,Willy Wonka & the Chocolate Factory,6.686784267425537
Joe Dante,2009,45650,The Hole,5.993250370025635
Joe Dante,2003,10715,Looney Tunes: Back in Action,5.976655960083008
Joe Dante,1998,11551,Small Soldiers,6.130394458770752
Joe Dante,1990,928,Gremlins 2: The New Batch,6.136486530303955
Joe Dante,1984,927,Gremlins,6.597213268280029
Joe Dante,1981,11298,The Howling,6.137392997741699
Rick Famuyiwa,2015,308639,Dope,6.5567755699157715
Rick Famuyiwa,2010,34563,Our Family Wedding,6.077935695648193
Rick Famuyiwa,2002,37964,Brown Sugar,6.121696949005127
Rick Famuyiwa,1999,16158,The Wood,6.127774238586426
Marc Forster,2013,72190,World War Z,6.610750198364258
Marc Forster,2011,45610,Machine Gun Preacher,6.163759231567383
Marc Forster,2008,10764,Quantum of Solace,6.098363876342773
Marc Forster,2007,7979,The Kite Runner,6.444700717926025
Marc Forster,2006,1262,Stranger Than Fiction,6.525345325469971
Marc Forster,2004,866,Finding Neverland,6.713602066040039
Marc Forster,2001,1365,Monster's Ball,6.177402973175049
Marc Forster,2001,81220,Everything Put Together,6.091030120849609
Zach Cregger,2009,19556,Miss March,6.041776180267334
Mary Pat Kelly,2004,37694,Proud,6.091455459594727
Mabel Cheung,2015,358451,A Tale of Three Cities,6.094377517700195
André Øvredal,2010,46146,Troll Hunter,6.3226847648620605
Olivier Dahan,2014,215211,Grace of Monaco,6.04374361038208
Tommy Lee Jones,2014,264656,The Homesman,6.158323764801025
Tommy Lee Jones,2005,8053,The Three Burials of Melquiades Estrada,6.234577655792236
Spike Jonze,2013,152601,Her,7.557313919067383
Spike Jonze,2009,16523,Where the Wild Things Are,6.207890033721924
Spike Jonze,2002,2757,Adaptation.,6.575378894805908
Spike Jonze,1999,492,Being John Malkovich,6.7382426261901855
Mikael Håfström,2013,107846,Escape Plan,6.477761745452881
Mikael Håfström,2011,48171,The Rite,5.985663414001465
Mikael Håfström,2007,3021,1408,6.330573558807373
Mikael Håfström,2005,8999,Derailed,6.094976425170898
Dax Shepard,2012,109513,Hit & Run,5.980963706970215
Bernardo Bertolucci,1987,746,The Last Emperor,6.446331977844238
Bernardo Bertolucci,1970,8416,The Conformist,6.269502639770508
Les Mayfield,2007,14396,Code Name: The Cleaner,5.9885053634643555
Les Mayfield,2005,9074,The Man,6.008864402770996
Les Mayfield,2001,13496,American Outlaws,6.071972370147705
Les Mayfield,1999,11001,Blue Streak,6.095102787017822
Les Mayfield,1997,9574,Flubber,5.759963512420654
Maria Maggenti,1995,29371,The Incredibly True Adventure of Two Girls In Love,6.088045120239258
Benjamin Dickinson,2016,320146,Creative Control,6.075691223144531
Michel O. Scott,2009,30979,The Horse Boy,6.092070579528809
Brian Taylor,2011,71676,Ghost Rider: Spirit of Vengeance,5.338099479675293
Brian Taylor,2009,15092,Crank: High Voltage,6.001857280731201
Brian Taylor,2009,18501,Gamer,5.875206470489502
Brian Taylor,2006,1948,Crank,6.369706153869629
Masayuki Ochiai,2008,10885,Shutter,5.967936992645264
Jacob Aaron Estes,2004,12281,Mean Creek,6.173596382141113
Lionel C. Martin,1997,28353,Def Jam's How to Be a Player,6.086742401123047
Sam Peckinpah,1973,11577,Pat Garrett & Billy the Kid,6.163554668426514
Sam Peckinpah,1970,23330,The Ballad of Cable Hogue,6.130993843078613
Sam Peckinpah,1969,576,The Wild Bunch,6.413694381713867
Sam Peckinpah,1965,29715,Major Dundee,6.097372055053711
James Frawley,1979,11176,The Muppet Movie,6.225717067718506
Brad Bird,2015,158852,Tomorrowland,6.17310905456543
Brad Bird,2011,56292,Mission: Impossible - Ghost Protocol,6.662559509277344
Brad Bird,2004,9806,The Incredibles,7.194940090179443
Brad Bird,1999,10386,The Iron Giant,6.996693134307861
Rita Merson,2014,297621,There's Always Woodstock,6.084737300872803
Levan Gabriadze,2015,277685,Unfriended,5.783638954162598
Travis Legge,2013,255266,Dry Spell,6.093208312988281
Travis Legge,2011,228550,Raymond Did It,6.069369316101074
Jerry Zaks,1996,9819,Marvin's Room,6.151320457458496
Stacy Peralta,2004,291,Riding Giants,6.128594875335693
Stacy Peralta,2001,1282,Dogtown and Z-Boys,6.1502275466918945
Eric Darnell,2014,270946,Penguins of Madagascar,6.330793857574463
Eric Darnell,2008,10527,Madagascar: Escape 2 Africa,6.163048267364502
Eric Darnell,2005,953,Madagascar,6.484194278717041
Eric Darnell,1998,8916,Antz,6.040107727050781
Rakesh Roshan,2006,32740,Krrish,6.0661492347717285
Martin Koolhoven,2008,16564,Winter in Wartime,6.138809680938721
Joel Gallen,2001,11397,Not Another Teen Movie,5.909337997436523
Enrique Begné,2016,317930,Compadres,6.0777459144592285
Julie Davis,1997,90414,"I Love You, Don't Touch Me!",6.093208312988281
Brad Furman,2016,325789,The Infiltrator,6.282819747924805
Brad Furman,2013,146238,Runner Runner,5.878814697265625
Brad Furman,2011,50348,The Lincoln Lawyer,6.532767295837402
George Hickenlooper,2010,45324,Casino Jack,6.0849761962890625
George Hickenlooper,2006,12271,Factory Girl,6.1016154289245605
Greg Harrison,2004,1424,November,6.079773426055908
Greg Harrison,2000,23655,Groove,6.090238571166992
Jerry Dugan,2015,299553,Shark Lake,6.060409069061279
Joseph Kahn,2011,68684,Detention,6.046672821044922
Joseph Kahn,2004,10718,Torque,5.9394989013671875
Pierre Coffin,2013,93456,Despicable Me 2,6.8446173667907715
Pierre Coffin,2010,20352,Despicable Me,6.970186710357666
Rob Hawk,2016,385383,Fight Valley,6.075160503387451
Tom Tykwer,2012,83542,Cloud Atlas,6.4765448570251465
Tom Tykwer,2010,53256,Three,6.099777698516846
Tom Tykwer,2009,4959,The International,6.06743049621582
Tom Tykwer,2006,1427,Perfume: The Story of a Murderer,6.64547061920166
Tom Tykwer,1998,104,Run Lola Run,6.546075344085693
Andrew Adamson,2012,94352,Cirque du Soleil: Worlds Away,6.093687534332275
Andrew Adamson,2008,2454,The Chronicles of Narnia: Prince Caspian,6.223437786102295
Andrew Adamson,2005,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.537842750549316
Andrew Adamson,2004,809,Shrek 2,6.552591800689697
Andrew Adamson,2001,808,Shrek,7.069248199462891
Simon Curtis,2015,304357,Woman in Gold,6.472823619842529
Simon Curtis,2011,75900,My Week with Marilyn,6.244014739990234
Penny Marshall,2001,11091,Riding in Cars with Boys,6.132749557495117
Penny Marshall,1994,11858,Renaissance Man,6.078249931335449
Penny Marshall,1992,11287,A League of Their Own,6.256877422332764
Penny Marshall,1988,2280,Big,6.503678321838379
Matt Piedmont,2012,80304,Casa De Mi Padre,6.035762786865234
Charles Martin Smith,2014,227735,Dolphin Tale 2,6.14851188659668
Charles Martin Smith,2011,62837,Dolphin Tale,6.181443691253662
Charles Martin Smith,1997,20737,Air Bud,6.014347553253174
Michael Patrick King,2010,37786,Sex and the City 2,5.8800578117370605
Anthony Powell,2013,201132,Antarctica: A Year on Ice,6.125789642333984
Jon Cassar,2015,354110,Forsaken,6.065358638763428
Nima Nourizadeh,2012,57214,Project X,6.345414161682129
Mike Disa,2011,57089,Hoodwinked Too! Hood VS. Evil,5.93787145614624
Eric Blakeney,2000,29076,Gun Shy,6.076378345489502
Mathieu Amalric,2014,266034,The Blue Room,6.096750736236572
Jamie Babbit,2005,9813,The Quiet,6.09377908706665
Jamie Babbit,1999,20770,But I'm a Cheerleader,6.132056713104248
Jon Erwin,2014,252680,Moms' Night Out,6.026833534240723
Robert Mulligan,1962,595,To Kill a Mockingbird,6.868490219116211
Tim Miller,2016,293660,Deadpool,7.29517126083374
Chris Morris,2010,37495,Four Lions,6.370824813842773
William Friedkin,2011,73567,Killer Joe,6.218193531036377
William Friedkin,2003,10632,The Hunted,6.077944278717041
William Friedkin,1995,11863,Jade,6.054117679595947
William Friedkin,1977,38985,Sorcerer,6.214456081390381
William Friedkin,1973,9552,The Exorcist,7.044865131378174
William Friedkin,1971,1051,The French Connection,6.4925994873046875
Richard Boddington,2013,246449,Against the Wild,6.070122718811035
Jimmy Hayward,2013,175574,Free Birds,6.010948181152344
Jimmy Hayward,2010,20533,Jonah Hex,5.577578067779541
Sofia Coppola,2010,39210,Somewhere,6.0766754150390625
Sofia Coppola,2006,1887,Marie Antoinette,6.256389617919922
Sofia Coppola,2003,153,Lost in Translation,6.894526958465576
Sofia Coppola,1999,1443,The Virgin Suicides,6.556407451629639
J.J. Abrams,2013,54138,Star Trek Into Darkness,7.166948318481445
J.J. Abrams,2011,37686,Super 8,6.45682954788208
J.J. Abrams,2009,13475,Star Trek,7.171203136444092
J.J. Abrams,2006,956,Mission: Impossible III,6.369427680969238
Darren Stein,1999,18892,Jawbreaker,6.076720714569092
Darren Stein,1999,219716,Sparkler,6.086958408355713
Pece Dingo,1990,426067,Midnight Cabaret,6.093305587768555
Damien O'Donnell,1999,10557,East Is East,6.116876125335693
Steve Hickner,2007,5559,Bee Movie,5.877079963684082
Mark Christopher,1998,3682,54,6.020091533660889
Don Mancini,2004,11249,Seed of Chucky,5.8184428215026855
Carl Theodor Dreyer,1955,48035,Ordet,6.201640605926514
Adam Green,2006,11908,Hatchet,6.037370204925537
Tim Robbins,1999,32274,Cradle Will Rock,6.11369514465332
Tim Robbins,1995,687,Dead Man Walking,6.407083511352539
Jamel Debbouze,2015,280391,Why I Did (Not) Eat My Father,6.001826763153076
Christian Sesma,2015,342502,AWOL-72,6.059319019317627
Jamaa Fanaka,1979,65448,Penitentiary,6.083433151245117
Fyodor Bondarchuk,2008,16911,The Inhabited Island,6.074725151062012
Derek Yee Tung-Sing,2009,20083,Shinjuku Incident,6.131816387176514
Shana Feste,2014,226857,Endless Love,6.312378406524658
Shana Feste,2010,45272,Country Strong,6.078421592712402
Shana Feste,2009,32395,The Greatest,6.096958637237549
John Ford,1963,15875,Donovan's Reef,6.090475082397461
John Ford,1962,11697,The Man Who Shot Liberty Valance,6.376209259033203
John Ford,1949,13909,She Wore a Yellow Ribbon,6.153509616851807
John Ford,1941,43266,How Green Was My Valley,6.14265775680542
Kevin Rodney Sullivan,2005,11638,Guess Who,5.980557441711426
Kevin Rodney Sullivan,2004,21301,Barbershop 2:  Back in Business,6.057967185974121
Kevin Rodney Sullivan,1998,33644,How Stella Got Her Groove Back,6.09102725982666
Gillian Armstrong,1997,39780,Oscar and Lucinda,6.0960164070129395
Gillian Armstrong,1994,9587,Little Women,6.259352684020996
Scott Mann,2015,336004,Heist,5.970461845397949
Hideo Nakata,2005,10320,The Ring Two,5.817900657653809
Kyle Balda,2015,211672,Minions,6.346813678741455
Nate Parker,2016,339408,The Birth of a Nation,6.1569743156433105
Kevin Macdonald,2009,16995,State of Play,6.296798229217529
Kevin Macdonald,2006,1523,The Last King of Scotland,6.573948383331299
Kevin Macdonald,2003,11194,Touching the Void,6.282844066619873
Shimit Amin,2009,26815,Rocket Singh: Salesman of the Year,6.118134021759033
Patrick Stettner,2006,9782,The Night Listener,6.060019493103027
Patrick Stettner,2001,31064,The Business of Strangers,6.085664749145508
Maryam Keshavarz,2011,60421,Circumstance,6.123910427093506
Peter Ramsey,2012,81188,Rise of the Guardians,6.764901161193848
Tim Boxell,2006,116584,Valley of the Heart's Delight,6.094250202178955
Todd Strauss-Schulson,2011,55465,A Very Harold & Kumar Christmas,6.069526195526123
Dewey Nicks,2002,20009,Slackers,6.052482604980469
Brian Dannelly,2004,13193,Saved!,6.120777606964111
Justin Dillon,2008,287815,Call + Response,6.095291614532471
Clark Baker,2012,211557,Vessel,6.091706275939941
Antonia Bird,1999,10212,Ravenous,6.196709156036377
Henry Alex Rubin,2005,14278,Murderball,6.112199783325195
Jason Alexander,1999,100975,Just Looking,6.0917840003967285
Peter Faiman,1986,9671,Crocodile Dundee,6.164418697357178
Robert Heath,2012,101179,Truth or Dare,6.050539016723633
Drew Barrymore,2009,22798,Whip It,6.257887363433838
Sean Durkin,2011,50837,Martha Marcy May Marlene,6.22927188873291
Alex Ranarivelo,2016,394047,The Dog Lover,6.088373184204102
Bruno Barreto,1983,42109,Gabriela,6.093111515045166
Kevin Munroe,2011,43935,Dylan Dog: Dead of Night,5.891602993011475
Kevin Munroe,2007,1273,TMNT,6.068619728088379
Dan Reed,2007,13538,Straightheads,6.05753755569458
Florent-Emilio Siri,2005,2026,Hostage,6.130441665649414
Shari Springer Berman,2010,47088,The Extra Man,6.087631702423096
Shari Springer Berman,2003,2771,American Splendor,6.205264091491699
Sean Byrne,2009,46420,The Loved Ones,6.183259010314941
Michael Moore,2009,22074,Capitalism: A Love Story,6.227779865264893
Michael Moore,2007,2359,Sicko,6.330803871154785
Michael Moore,2007,13516,Slacker Uprising,6.091310501098633
Michael Moore,2004,1777,Fahrenheit 9/11,6.300206661224365
Michael Moore,2002,1430,Bowling for Columbine,6.480439186096191
Michael Moore,1989,1779,Roger & Me,6.205414772033691
Stiles White,2014,242512,Ouija,5.489279270172119
Alan Shapiro,1996,36355,Flipper,6.029415130615234
Eric Lartigau,2014,304410,The Bélier Family,6.4959306716918945
Scott Frank,2014,169917,A Walk Among the Tombstones,6.151042938232422
Denis Villeneuve,2015,273481,Sicario,6.885534763336182
Denis Villeneuve,2013,146233,Prisoners,7.471558094024658
Denis Villeneuve,2010,46738,Incendies,6.695118427276611
Atom Egoyan,2009,28211,Chloe,6.027234077453613
Atom Egoyan,2005,9729,Where the Truth Lies,6.0808587074279785
Atom Egoyan,2002,16351,Ararat,6.086851119995117
Atom Egoyan,1999,47692,Felicia's Journey,6.105173110961914
Atom Egoyan,1997,10217,The Sweet Hereafter,6.161845684051514
Atom Egoyan,1994,20156,Exotica,6.118748664855957
Kerry Conran,2004,5137,Sky Captain and the World of Tomorrow,5.969799518585205
Scott Marshall Smith,2007,15017,Blonde Ambition,6.028927326202393
Gilles Paquet-Brenner,2010,53457,Sarah's Key,6.281108379364014
Kay Pollak,2004,464,As It Is in Heaven,6.127152919769287
Wayne Wang,2011,58882,Snow Flower and the Secret Fan,6.075514793395996
Wayne Wang,2006,17379,Last Holiday,6.127161502838135
Wayne Wang,2005,17880,Because of Winn-Dixie,6.093705654144287
Wayne Wang,2002,7303,Maid in Manhattan,5.92761754989624
Wayne Wang,1999,21349,Anywhere But Here,6.0808587074279785
Lorene Scafaria,2012,88005,Seeking a Friend for the End of the World,6.18051815032959
Derrick Borte,2009,41479,The Joneses,6.094508171081543
Paul Haggis,2010,43539,The Next Three Days,6.4849677085876465
Paul Haggis,2007,6973,In the Valley of Elah,6.201704978942871
Paul Haggis,2004,1640,Crash,6.696527481079102
Mike Leigh,2014,245700,Mr. Turner,6.129561424255371
Mike Leigh,2010,44009,Another Year,6.176590919494629
Mike Leigh,2004,11109,Vera Drake,6.147718906402588
Mike Leigh,2002,12454,All or Nothing,6.123467922210693
Mike Leigh,1999,46435,Topsy-Turvy,6.118179798126221
Phillip Noyce,2014,227156,The Giver,6.293318748474121
Phillip Noyce,2010,27576,Salt,6.166474342346191
Phillip Noyce,2006,1123,Catch a Fire,6.101097583770752
Phillip Noyce,2002,8198,The Quiet American,6.117192268371582
Phillip Noyce,2002,9555,Rabbit-Proof Fence,6.1502203941345215
Phillip Noyce,1999,9481,The Bone Collector,6.281501293182373
Phillip Noyce,1997,10003,The Saint,6.04701042175293
Phillip Noyce,1994,9331,Clear and Present Danger,6.181323528289795
Phillip Noyce,1992,9869,Patriot Games,6.157600402832031
Theodore Melfi,2014,239563,St. Vincent,6.539361000061035
Tom McCarthy,2015,314365,Spotlight,7.350968360900879
Tom McCarthy,2003,2056,The Station Agent,6.328041076660156
Sam Raimi,2013,68728,Oz: The Great and Powerful,5.784023284912109
Sam Raimi,2009,16871,Drag Me to Hell,6.146846771240234
Sam Raimi,2007,559,Spider-Man 3,5.940877437591553
Sam Raimi,2004,558,Spider-Man 2,6.589807033538818
Sam Raimi,2002,557,Spider-Man,6.691112041473389
Sam Raimi,1999,10390,For Love of the Game,6.110678195953369
Sam Raimi,1998,10223,A Simple Plan,6.224938869476318
Sam Raimi,1995,12106,The Quick and the Dead,6.156984329223633
Sam Raimi,1992,766,Army of Darkness,6.656026840209961
Sam Raimi,1987,765,Evil Dead II,6.750546932220459
Sam Raimi,1981,764,The Evil Dead,6.675488471984863
Jason Trost,2011,86304,All Superheroes Must Die,6.067983627319336
Cheryl Dunye,2004,26710,My Baby's Daddy,6.065687656402588
Michael Winner,1983,110683,The Wicked Lady,6.085856914520264
Jonathan Levine,2013,82654,Warm Bodies,6.318548679351807
Jonathan Levine,2011,40807,50/50,6.6083245277404785
Jonathan Levine,2008,9022,All the Boys Love Mandy Lane,6.022928237915039
Jonathan Levine,2008,13990,The Wackness,6.102829933166504
Tom Gormican,2014,225565,That Awkward Moment,6.096729278564453
Olivier Assayas,2010,43434,Carlos,6.1233696937561035
Olivier Assayas,2004,39851,Clean,6.103872776031494
John Crowley,2015,167073,Brooklyn,6.711362838745117
Antony Hoffman,2000,8870,Red Planet,5.94231653213501
Mor Loushy,2015,319069,Censored Voices,6.085087776184082
Tony Richardson,1984,11308,The Hotel New Hampshire,6.085563659667969
Tony Richardson,1963,5769,Tom Jones,6.093567371368408
Paul Donovan,1985,42033,Def-Con 4,6.059319019317627
Damir Catic,2013,220490,Her Cry: La Llorona Investigation,6.093305587768555
D. Stevens,2006,52462,The Pet,6.090831756591797
Marc Abraham,2008,14914,Flash of Genius,6.105284690856934
Gary Halvorson,1999,16112,The Adventures of Elmo in Grouchland,6.096279621124268
David Soren,2013,77950,Turbo,6.096842288970947
Akiva Goldsman,2014,137321,Winter's Tale,6.061881065368652
Lars von Trier,2011,62215,Melancholia,6.5284600257873535
Lars von Trier,2005,1951,Manderlay,6.153982639312744
Lars von Trier,2000,16,Dancer in the Dark,6.518473148345947
Chris Wedge,2013,116711,Epic,6.258595943450928
Chris Wedge,2005,9928,Robots,6.0390400886535645
Chris Wedge,2002,425,Ice Age,6.899538993835449
Boris Rodriguez,2012,100275,Eddie: The Sleepwalking Cannibal,6.093508720397949
Kevin Tenney,1986,17994,Witchboard,6.082281112670898
Alan Smithee,1998,78149,"An Alan Smithee Film: Burn, Hollywood, Burn",6.064545631408691
Khalid Mohammed,2000,56666,Fiza,6.093354225158691
Tran Anh Hung,2009,31166,I Come with the Rain,6.083227634429932
Frédéric Auburtin,2014,271331,United Passions,6.042543411254883
Robert Zemeckis,2015,285783,The Walk,6.528067111968994
Robert Zemeckis,2012,87502,Flight,6.384404182434082
Robert Zemeckis,2009,17979,A Christmas Carol,6.363427639007568
Robert Zemeckis,2007,2310,Beowulf,5.816100120544434
Robert Zemeckis,2004,5255,The Polar Express,6.279112339019775
Robert Zemeckis,2000,2655,What Lies Beneath,6.163012981414795
Robert Zemeckis,2000,8358,Cast Away,7.177036285400391
Robert Zemeckis,1997,686,Contact,6.731839656829834
Robert Zemeckis,1994,13,Forrest Gump,7.972640037536621
Robert Zemeckis,1992,9374,Death Becomes Her,6.175724029541016
Robert Zemeckis,1990,196,Back to the Future Part III,6.849826335906982
Robert Zemeckis,1989,165,Back to the Future Part II,7.138278961181641
Robert Zemeckis,1985,105,Back to the Future,7.7401933670043945
Lee Unkrich,2010,10193,Toy Story 3,7.339935302734375
Kathryn Bigelow,2012,97630,Zero Dark Thirty,6.481352806091309
Kathryn Bigelow,2008,12162,The Hurt Locker,6.820821762084961
Kathryn Bigelow,2002,8665,K-19: The Widowmaker,6.09475040435791
Joe Charbanic,2000,10685,The Watcher,5.970514297485352
Charles Stone III,2004,16232,Mr. 3000,6.022907257080078
Charles Stone III,2002,13497,Drumline,6.104818820953369
Tod Williams,2010,41436,Paranormal Activity 2,5.924378395080566
Barnaby Thompson,2007,10748,St. Trinian's,6.029682159423828
Jeff Schaffer,2004,9352,EuroTrip,6.2585015296936035
Callie Khouri,2008,12085,Mad Money,6.068680763244629
Callie Khouri,2002,9583,Divine Secrets of the Ya-Ya Sisterhood,6.061992168426514
Vicente Amorim,2008,12410,Good,6.099372386932373
Matthew Bright,1996,11229,Freeway,6.129961967468262
Na Hong-jin,2016,293670,The Wailing,6.322150707244873
Ted Demme,2001,4133,Blow,6.849420070648193
Henry Bean,2001,4012,The Believer,6.189441204071045
Akira Kurosawa,1993,13889,Madadayo,6.122043132781982
Akira Kurosawa,1954,346,Seven Samurai,7.1002068519592285
Jared Hess,2009,22820,Gentlemen Broncos,6.098692893981934
Jared Hess,2006,9353,Nacho Libre,5.958937644958496
Jared Hess,2004,8193,Napoleon Dynamite,6.315452575683594
David Lean,1984,15927,A Passage to India,6.145984172821045
David Lean,1965,907,Doctor Zhivago,6.360928535461426
David Lean,1962,947,Lawrence of Arabia,6.895734786987305
David Lean,1957,826,The Bridge on the River Kwai,6.673470973968506
Callan Brunker,2013,68179,Escape from Planet Earth,5.992161273956299
Deborah Anderson,2013,178862,Aroused,6.105855464935303
Lowell Sherman,1933,43595,She Done Him Wrong,6.066105365753174
John D. Hancock,2015,365052,The Looking Glass,6.094250202178955
Joel Schumacher,2007,3594,The Number 23,6.199737071990967
Joel Schumacher,2004,9833,The Phantom of the Opera,6.377580642700195
Joel Schumacher,2003,10629,Veronica Guerin,6.134263038635254
