genre,weighted_rating,movie_id,title,vote_count
Comedy,6.097497463226318,291362,Road Hard,8
Comedy,6.097426891326904,227159,Horrible Bosses 2,1536
Comedy,6.097407341003418,137347,Closer to the Moon,13
Comedy,6.09739875793457,75,Mars Attacks!,1509
Comedy,6.09737491607666,78373,"Dancer, Texas Pop. 81",1
Comedy,6.09737491607666,89861,Stiff Upper Lips,1
Comedy,6.097269058227539,60422,Another Happy Day,37
Comedy,6.097258567810059,27581,The Other Guys,1383
Comedy,6.097247123718262,693,Meet the Fockers,1373
Comedy,6.097219467163086,16996,17 Again,1350
Comedy,6.097203731536865,9398,Zoolander,1337
Comedy,6.097196578979492,41630,No Strings Attached,1331
Comedy,6.097095966339111,10034,High Heels and Low Lifes,12
Comedy,6.097071647644043,43546,Bathing Beauty,4
Comedy,6.096977233886719,49963,Walking and Talking,7
Comedy,6.0968804359436035,9273,Ace Ventura: When Nature Calls,1099
Comedy,6.09678840637207,77930,Magic Mike,1040
Comedy,6.096783638000488,19150,The Crew,11
Comedy,6.096729278564453,225565,That Awkward Moment,1004
Comedy,6.096722602844238,10947,High School Musical,1000
Comedy,6.096709251403809,3981,What Women Want,992
Comedy,6.0966973304748535,16155,Safe Men,16
Comedy,6.0966973304748535,24621,Chasing Papi,16
Comedy,6.0966973304748535,25113,The Four Seasons,16
Comedy,6.096685409545898,6557,27 Dresses,978
Comedy,6.096656322479248,1493,Miss Congeniality,961
Comedy,6.096646308898926,268171,Elsa & Fred,31
Comedy,6.096595764160156,2123,"Me, Myself & Irene",927
Comedy,6.096512794494629,8835,Legally Blonde,882
Comedy,6.096499443054199,9032,Big Daddy,875
Comedy,6.0964884757995605,23618,The Original Kings of Comedy,15
Comedy,6.096457004547119,168530,Ride Along,853
Comedy,6.096452236175537,260778,Vaalu,5
Comedy,6.096437454223633,13649,High School Musical 2,843
Comedy,6.096314430236816,5174,Rush Hour 3,783
Comedy,6.096243381500244,9801,Bridget Jones: The Edge of Reason,750
Comedy,6.0961785316467285,10358,Zack and Miri Make a Porno,721
Comedy,6.096160411834717,11247,A Cinderella Story,713
Comedy,6.096158027648926,9593,Last Action Hero,712
Comedy,6.096157073974609,35219,The Missing Person,9
Comedy,6.096157073974609,39541,Stolen Summer,9
Comedy,6.096133232116699,5900,The Dress,3
Comedy,6.096133232116699,20520,The Motel,3
Comedy,6.096121788024902,27983,"Yours, Mine and Ours",26
Comedy,6.096121788024902,36739,School Daze,26
Comedy,6.096042156219482,1268,Mr. Bean's Holiday,663
Comedy,6.095915794372559,96,Beverly Hills Cop II,613
Comedy,6.095759391784668,323675,Ride Along 2,555
Comedy,6.095578670501709,218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",493
Comedy,6.0955095291137695,55831,Boynton Beach Club,3
Comedy,6.0954694747924805,9618,Tango & Cash,458
Comedy,6.095438480377197,22913,24 7: Twenty Four Seven,10
Comedy,6.095317363739014,38357,Morning Glory,412
Comedy,6.095291614532471,99826,The Jimmy Show,1
Comedy,6.095291614532471,357441,Karachi se Lahore,1
Comedy,6.095102787017822,11001,Blue Streak,352
Comedy,6.095076560974121,9012,Jackass: The Movie,345
Comedy,6.095015525817871,33693,Funny Ha Ha,8
Comedy,6.09500789642334,3638,No Reservations,327
Comedy,6.09500789642334,9621,Elizabethtown,327
Comedy,6.094995021820068,294512,Alpha and Omega: The Legend of the Saw Tooth Cave,4
Comedy,6.094984531402588,2619,Splash,321
Comedy,6.094948768615723,24055,The Puffy Chair,15
Comedy,6.094944953918457,14451,Dead Snow,311
Comedy,6.09489631652832,64559,The Swindle,5
Comedy,6.094776153564453,222250,A True Story,2
Comedy,6.094667911529541,38843,Ramona and Beezus,245
Comedy,6.094540596008301,82532,"Jeff, Who Lives at Home",217
Comedy,6.094515323638916,55123,Tumbleweeds,11
Comedy,6.094508171081543,41479,The Joneses,210
Comedy,6.094475269317627,2661,Batman,203
Comedy,6.094475269317627,10393,The Replacements,203
Comedy,6.094378471374512,10246,Porky's,183
Comedy,6.0943732261657715,6552,Idle Hands,182
Comedy,6.0943684577941895,9962,The Good Girl,181
Comedy,6.094262599945068,10070,Feast,160
Comedy,6.094257831573486,11891,Kung Pow: Enter the Fist,159
Comedy,6.094250202178955,125537,Smiling Fish & Goat On Fire,1
Comedy,6.094221591949463,14844,Chasing Liberty,152
Comedy,6.094216346740723,9899,The Producers,151
Comedy,6.094120979309082,39053,Cyrus,133
Comedy,6.094060897827148,15037,Can't Hardly Wait,122
Comedy,6.09398889541626,9448,The Big Hit,109
Comedy,6.093977451324463,13688,CJ7,107
Comedy,6.093955039978027,2084,Birthday Girl,103
Comedy,6.093950271606445,27455,Foolish,3
Comedy,6.093932151794434,38093,Just Wright,99
Comedy,6.093903064727783,9440,Primary Colors,94
Comedy,6.093856334686279,208869,Plastic,86
Comedy,6.093742847442627,1546,Thumbsucker,67
Comedy,6.093742847442627,2621,Return to Me,67
Comedy,6.093705654144287,17880,Because of Winn-Dixie,61
Comedy,6.093674659729004,12621,Hamlet 2,56
Comedy,6.093637466430664,17334,The Other End of the Line,50
Comedy,6.093599319458008,15256,200 Cigarettes,44
Comedy,6.093567371368408,5769,Tom Jones,39
Comedy,6.0935540199279785,3062,42nd Street,37
Comedy,6.09353494644165,14758,Good Dick,34
Comedy,6.09353494644165,66942,Griff the Invisible,34
Comedy,6.0935282707214355,17202,Why Did I Get Married?,33
Comedy,6.093508720397949,100275,Eddie: The Sleepwalking Cannibal,30
Comedy,6.093502044677734,35688,Why Did I Get Married Too?,29
Comedy,6.093488693237305,14544,Roll Bounce,27
Comedy,6.093475818634033,27995,She's Gotta Have It,25
Comedy,6.093469142913818,17768,A Funny Thing Happened on the Way to the Forum,24
Comedy,6.093469142913818,340816,Christmas Eve,24
Comedy,6.0934624671936035,24363,House of D,23
Comedy,6.093442440032959,13064,Airborne,20
Comedy,6.093429088592529,66607,Saving Private Perez,18
Comedy,6.093415260314941,11956,When the Cat's Away,16
Comedy,6.093367576599121,61337,Critical Care,9
Comedy,6.093360900878906,40769,Mutual Appreciation,8
Comedy,6.093354225158691,31668,All The Queen's Men,7
Comedy,6.0933332443237305,17995,DysFunktional Family,4
Comedy,6.093305587768555,49951,Certifiably Jonathan,0
Comedy,6.093305587768555,51955,Hav Plenty,0
Comedy,6.093305587768555,79587,Four Single Fathers,0
Comedy,6.093305587768555,113406,Should've Been Romeo,0
Comedy,6.093305587768555,114065,Down & Out With The Dolls,0
Comedy,6.093305587768555,170480,The Deported,0
Comedy,6.093305587768555,266857,The Work and The Story,0
Comedy,6.093305587768555,286939,Sanctuary: Quite a Conundrum,0
Comedy,6.093305587768555,324352,Anderson's Cross,0
Comedy,6.093305587768555,355629,The Blade of Don Juan,0
Comedy,6.093305587768555,361398,Theresa Is a Mother,0
Comedy,6.093305587768555,362765,The Sound and the Shadow,0
Comedy,6.093305587768555,386826,A Beginner's Guide to Snuff,0
Comedy,6.093208312988281,29122,An Everlasting Piece,1
Comedy,6.093208312988281,90414,"I Love You, Don't Touch Me!",1
Comedy,6.093208312988281,255266,Dry Spell,1
Comedy,6.093208312988281,294600,Last I Heard,1
Comedy,6.093208312988281,385636,Juliet and Alfa Romeo,1
Comedy,6.093014717102051,55180,The Last Big Thing,3
Comedy,6.092695236206055,46256,The Lion of Judah,2
Comedy,6.092695236206055,103903,Outside Bet,2
Comedy,6.0923027992248535,72766,Newlyweds,5
Comedy,6.092247486114502,16433,Grand Theft Parsons,11
Comedy,6.092166900634766,20337,Martin Lawrence Live: Runteldat,1
Comedy,6.092166900634766,29731,And Then Came Love,1
Comedy,6.092166900634766,43653,The Living Wake,1
Comedy,6.092079162597656,96534,My Last Day Without You,3
Comedy,6.092070579528809,142132,Sugar Town,2
Comedy,6.092057704925537,14165,Ta Ra Rum Pum,13
Comedy,6.0917840003967285,100975,Just Looking,5
Comedy,6.091654300689697,281730,Fugly,2
Comedy,6.091481685638428,20468,The Big Tease,6
Comedy,6.091399192810059,41469,Next Stop Wonderland,20
Comedy,6.091306209564209,5178,The Good Heart,21
Comedy,6.091213226318359,14778,Last Orders,22
Comedy,6.091125011444092,73511,The Californians,1
Comedy,6.091030120849609,189711,Love in the Time of Monsters,2
Comedy,6.09102725982666,33644,How Stella Got Her Groove Back,24
Comedy,6.0908427238464355,27723,Psycho Beach Party,26
Comedy,6.090604305267334,51820,The Salon,1
Comedy,6.090578556060791,38007,Ira & Abby,9
Comedy,6.090578556060791,76996,Love and Other Catastrophes,9
Comedy,6.090475082397461,15875,Donovan's Reef,30
Comedy,6.090384006500244,26352,A Low Down Dirty Shame,31
Comedy,6.090328693389893,26486,The Last Shot,15
Comedy,6.090328693389893,47816,3 Strikes,15
Comedy,6.090238571166992,166624,Treading Water,6
Comedy,6.090201377868652,13994,Romance & Cigarettes,33
Comedy,6.08998966217041,125123,Among Giants,2
Comedy,6.0897440910339355,19187,The Hebrew Hammer,18
Comedy,6.0897440910339355,27023,Saint John of Las Vegas,18
Comedy,6.0897440910339355,48463,Incident at Loch Ness,18
Comedy,6.089648723602295,20065,Purple Violets,9
Comedy,6.089569568634033,26367,I Can Do Bad All By Myself,40
Comedy,6.089479923248291,14425,PCU,41
Comedy,6.089212417602539,20794,Novocaine,44
Comedy,6.089041709899902,224569,Taxman,1
Comedy,6.088960647583008,57943,The Love Letter,3
Comedy,6.088764190673828,21283,Steppin: The Movie,4
Comedy,6.088764190673828,32222,American Desi,4
Comedy,6.088764190673828,98557,Dysfunctional Friends,4
Comedy,6.08858585357666,18632,A Dog's Breakfast,24
Comedy,6.088444709777832,13066,I Want Someone to Eat Cheese With,12
Comedy,6.0883941650390625,15511,VeggieTales: The Pirates Who Don't Do Anything,25
Comedy,6.088244438171387,16148,Zero Effect,55
Comedy,6.088157653808594,57119,Jumping the Broom,56
Comedy,6.088070869445801,40247,Please Give,57
Comedy,6.088045120239258,29371,The Incredibly True Adventure of Two Girls In Love,13
Comedy,6.0879998207092285,10914,All Hat,1
Comedy,6.087933540344238,36825,The R.M.,4
Comedy,6.087933540344238,47502,Faithful,4
Comedy,6.087789058685303,41730,Desert Blue,9
Comedy,6.087751388549805,38415,Bran Nue Dae,6
Comedy,6.087631702423096,47088,The Extra Man,29
Comedy,6.087607383728027,30309,Real Women Have Curves,19
Comedy,6.087569713592529,40505,I Got the Hook Up,8
Comedy,6.087553977966309,375950,The Country Doctor,63
Comedy,6.0872483253479,28121,A Thin Line Between Love and Hate,15
Comedy,6.087209224700928,44990,Breaking Upwards,12
Comedy,6.087182521820068,58680,Woo,10
Comedy,6.087042808532715,15198,"Mystery, Alaska",69
Comedy,6.087020397186279,16428,Breakin' All the Rules,21
Comedy,6.086851119995117,44490,Chuck & Buck,16
Comedy,6.086851119995117,61752,Girl 6,16
Comedy,6.086777687072754,96238,Never Again,3
Comedy,6.086742401123047,28353,Def Jam's How to Be a Player,8
Comedy,6.086727619171143,89857,High Road,22
Comedy,6.086707592010498,55561,Clockwatchers,13
Comedy,6.086705207824707,27004,Ca$h,73
Comedy,6.0866875648498535,53862,Trippin',4
Comedy,6.086577415466309,29015,The Specials,11
Comedy,6.086507797241211,34417,Good Intentions,6
Comedy,6.08645486831665,215924,The Amazing Catfish,17
Comedy,6.086435794830322,5759,Baghead,23
Comedy,6.086370468139648,16781,Madea's Family Reunion,77
Comedy,6.085973262786865,44562,Ed and His Dead Mother,12
Comedy,6.085929870605469,293644,Top Cat Begins,9
Comedy,6.085853576660156,98369,Blue Like Jazz,25
Comedy,6.085842132568359,111794,20 Dates,3
Comedy,6.085664749145508,34101,Hollywood Shuffle,19
Comedy,6.085563659667969,11308,The Hotel New Hampshire,26
Comedy,6.085560321807861,3028,Jekyll and Hyde ... Together Again,5
Comedy,6.085443496704102,15122,Love Stinks,11
Comedy,6.0853800773620605,16363,The Best Little Whorehouse in Texas,41
Comedy,6.0853800773620605,17287,Poultrygeist: Night of the Chicken Dead,41
Comedy,6.0853800773620605,30141,The Singing Detective,41
Comedy,6.085300445556641,2290,Jakob the Liar,90
Comedy,6.085273742675781,14474,The Oh in Ohio,27
Comedy,6.085270881652832,14652,Bon voyage,20
Comedy,6.085270881652832,30128,I Hope They Serve Beer in Hell,20
Comedy,6.085010051727295,14799,For Your Consideration,43
Comedy,6.085000038146973,45767,Time Changer,9
Comedy,6.0849761962890625,45324,Casino Jack,94
Comedy,6.084768772125244,44857,Molly,14
Comedy,6.084737300872803,297621,There's Always Woodstock,12
Comedy,6.084712982177734,21413,The Battle of Shaker Heights,17
Comedy,6.084658622741699,47941,Under the Rainbow,7
Comedy,6.084522724151611,91122,16 to Life,5
Comedy,6.084494590759277,10426,Friday After Next,100
Comedy,6.084494590759277,16340,Rugrats in Paris: The Movie,100
Comedy,6.0843353271484375,10765,Private Benjamin,102
Comedy,6.084309101104736,46889,Living Out Loud,11
Comedy,6.0840911865234375,15647,Kissing Jessica Stein,48
Comedy,6.084003925323486,70478,The Stewardesses,5
Comedy,6.083834648132324,10368,Tea with Mussolini,32
Comedy,6.0836591720581055,173931,Legend of a Rabbit,3
Comedy,6.0836262702941895,9466,Celebrity,111
Comedy,6.083433151245117,13983,Finishing The Game,8
Comedy,6.083433151245117,42586,Darling Lili,8
Comedy,6.083363056182861,103370,Madea's Witness Protection,52
Comedy,6.083209037780762,70829,The Last Godfather,7
Comedy,6.083082675933838,12658,Someone Like You...,118
Comedy,6.082775115966797,14709,Varsity Blues,122
Comedy,6.082640171051025,22215,Cheri,56
Comedy,6.082640171051025,31582,Flawless,56
Comedy,6.08262825012207,20542,Delgo,15
Comedy,6.082533836364746,26673,Frat Party,4
Comedy,6.082394123077393,13973,Choke,127
Comedy,6.082281112670898,1415,Party Monster,58
Comedy,6.082210540771484,40932,Can't Stop the Music,9
Comedy,6.082126617431641,10981,Nothing,38
Comedy,6.081929683685303,59930,The Inkwell,5
Comedy,6.0817790031433105,39141,Tadpole,19
Comedy,6.081759929656982,34341,Men with Brooms,7
Comedy,6.081751346588135,16471,Modern Problems,23
Comedy,6.081419467926025,84204,Grabbers,140
Comedy,6.080990791320801,16016,Journey to Saturn,10
Comedy,6.08095121383667,68202,Without Men,8
Comedy,6.0808587074279785,21349,Anywhere But Here,66
Comedy,6.080438613891602,38970,"Remember Me, My Love",44
Comedy,6.080284118652344,72359,Peeples,26
Comedy,6.080179214477539,9991,Mean Machine,157
Comedy,6.079958915710449,18713,The Jerky Boys,10
Comedy,6.079854965209961,31163,Chicken Tikka Masala,5
Comedy,6.079838752746582,16888,The Ladies Man,34
Comedy,6.079773426055908,19489,Held Up,11
Comedy,6.0796685218811035,55567,Standing Ovation,6
Comedy,6.079324722290039,13950,All About the Benjamins,48
Comedy,6.079310894012451,321,Mambo Italiano,28
Comedy,6.079310894012451,51995,Salvation Boulevard,28
Comedy,6.079284191131592,12220,The Story of Us,75
Comedy,6.079046726226807,73247,Heartbeeps,6
Comedy,6.079013347625732,27360,King's Ransom,14
Comedy,6.078819751739502,18828,Double Take,24
Comedy,6.078646183013916,12183,The Wendell Baker Story,16
Comedy,6.078495025634766,9930,Legal Eagles,51
Comedy,6.078469276428223,220488,My Lucky Star,8
Comedy,6.078341960906982,14578,Outside Providence,30
Comedy,6.078249931335449,11858,Renaissance Man,81
Comedy,6.077944755554199,14369,Out Cold,53
Comedy,6.077935695648193,34563,Our Family Wedding,39
Comedy,6.077894687652588,18475,The Cookout,10
Comedy,6.077876567840576,12508,Rock Star,190
Comedy,6.077757358551025,16508,Doug's 1st Movie,22
Comedy,6.0777459144592285,317930,Compadres,17
Comedy,6.077549457550049,46415,Neal 'n' Nikki,4
Comedy,6.077505111694336,147767,Khiladi 786,11
Comedy,6.077261447906494,27404,My Big Fat Independent Movie,5
Comedy,6.077227592468262,9416,Money Talks,87
Comedy,6.077179908752441,13501,The Good Night,41
Comedy,6.0770583152771,28260,Return of the Living Dead 3,88
Comedy,6.076895236968994,10913,Dear Wendy,33
Comedy,6.076847553253174,21014,Keeping Up with the Steins,18
Comedy,6.076803207397461,17403,How to Deal,42
Comedy,6.076720714569092,18892,Jawbreaker,90
Comedy,6.0766754150390625,10468,28 Days,208
Comedy,6.0766754150390625,39210,Somewhere,208
Comedy,6.0766754150390625,45658,Everything Must Go,208
Comedy,6.076632022857666,42057,It's a Wonderful Afterlife,9
Comedy,6.076544284820557,222899,About Last Night,210
Comedy,6.076474189758301,19803,Underclassman,28
Comedy,6.076467990875244,76706,Christmas Mail,15
Comedy,6.076378345489502,29076,Gun Shy,24
Comedy,6.076008319854736,44555,"A Woman, a Gun and a Noodle Shop",13
Comedy,6.07589054107666,14057,Trust the Man,29
Comedy,6.07570219039917,82650,Diary of a Wimpy Kid: Dog Days,223
Comedy,6.075677394866943,80468,Some Guy Who Kills People,45
Comedy,6.075514793395996,14137,Beer League,22
Comedy,6.075510501861572,10589,After the Sunset,226
Comedy,6.075494766235352,14429,Drive Me Crazy,62
Comedy,6.075303554534912,38223,Harriet the Spy,46
Comedy,6.075237274169922,85860,The FP,11
Comedy,6.075056076049805,158150,How to Fall in Love,20
Comedy,6.074878692626953,10760,Sydney White,236
Comedy,6.074772834777832,301748,The Opposite Sex,9
Comedy,6.074753761291504,4244,The Kid,238
Comedy,6.074753761291504,10188,The Sisterhood of the Traveling Pants 2,238
Comedy,6.074687480926514,10187,Swing Vote,65
Comedy,6.074687480926514,14849,Dead Like Me: Life After Death,65
Comedy,6.074670791625977,45145,Johnny Suede,13
Comedy,6.074186325073242,10179,The Ice Pirates,49
Comedy,6.073902606964111,1961,My Name Is Bruce,107
Comedy,6.073815822601318,95755,Small Apartments,50
Comedy,6.07376766204834,11353,Bowfinger,254
Comedy,6.073614597320557,17926,Undiscovered,12
Comedy,6.073284149169922,38073,Going the Distance,262
Comedy,6.073252201080322,10480,Nurse Betty,111
Comedy,6.073150634765625,40001,Mrs. Winterbourne,25
Comedy,6.072990894317627,18074,Duets,34
Comedy,6.072734832763672,34043,On the Line,10
Comedy,6.072707653045654,20761,Play It to the Bone,53
Comedy,6.0723652839660645,13408,The Wash,26
Comedy,6.0723652839660645,323967,Walter,26
Comedy,6.071835041046143,19844,Kiss the Bride,11
Comedy,6.071819305419922,75531,Isn't She Great,14
Comedy,6.0716986656188965,6963,The Weather Man,289
Comedy,6.071596145629883,193722,R100,31
Comedy,6.071469783782959,11823,Wimbledon,293
Comedy,6.071331024169922,11191,Mystic Pizza,123
Comedy,6.071320533752441,168027,Freaky Deaky,18
Comedy,6.071243762969971,7510,Running with Scissors,78
Comedy,6.071239948272705,13490,Welcome Home Roscoe Jenkins,57
Comedy,6.071172714233398,13282,Death Race 2000,124
Comedy,6.07101583480835,11323,The Informant!,301
Comedy,6.0705108642578125,16205,Jack Brooks: Monster Slayer,59
Comedy,6.070241928100586,34549,Max Keeble's Big Move,33
Comedy,6.070120334625244,24066,"Happy, Texas",39
Comedy,6.0700201988220215,2162,Chill Factor,29
Comedy,6.069917678833008,9275,Death to Smoochy,132
Comedy,6.06968355178833,36691,Solitary Man,84
Comedy,6.069549560546875,12312,Joe Somebody,40
Comedy,6.069526195526123,55465,A Very Harold & Kumar Christmas,328
Comedy,6.069451332092285,52067,Cedar Rapids,135
Comedy,6.0693254470825195,14557,Dead Man on Campus,49
Comedy,6.069296836853027,10013,Peggy Sue Got Married,136
Comedy,6.069054126739502,41009,Perrier’s Bounty,24
Comedy,6.068787097930908,24264,Sheena,22
Comedy,6.068778038024902,13523,Sex Drive,342
Comedy,6.068680763244629,12085,Mad Money,140
Comedy,6.068619728088379,1273,TMNT,345
Comedy,6.068606853485107,30139,Phat Girlz,10
Comedy,6.068464756011963,37718,The Muse,31
Comedy,6.068180084228516,24663,The Open Road,19
Comedy,6.067963600158691,12479,Breakfast of Champions,28
Comedy,6.067630767822266,10208,Muppets from Space,92
Comedy,6.06762170791626,16406,Dick,67
Comedy,6.067550182342529,10416,What Planet Are You From?,37
Comedy,6.06743049621582,38303,You Again,368
Comedy,6.0671772956848145,72358,A Thousand Words,373
Comedy,6.067159652709961,10478,Tin Cup,150
Comedy,6.067084789276123,58051,Housefull,29
Comedy,6.067008972167969,41382,Lottery Ticket,54
Comedy,6.066869258880615,11342,Warlock,95
Comedy,6.066646099090576,278316,Da Sweet Blood of Jesus,13
Comedy,6.066577434539795,80585,Rock of Ages,385
Comedy,6.066550254821777,11363,She's the One,70
Comedy,6.0662126541137695,13982,8 Heads in a Duffel Bag,39
Comedy,6.0661492347717285,14629,Woman on Top,46
Comedy,6.0661492347717285,17834,A Simple Wish,46
Comedy,6.066134452819824,10761,Made of Honor,394
Comedy,6.066134452819824,11529,Sweet Home Alabama,394
Comedy,6.066105365753174,43595,She Done Him Wrong,27
Comedy,6.066088676452637,22102,Troop Beverly Hills,56
Comedy,6.065814018249512,4967,Keeping the Faith,159
Comedy,6.065687656402588,26710,My Baby's Daddy,15
Comedy,6.065356254577637,19419,Screwed,23
Comedy,6.065356254577637,242083,Hits,23
Comedy,6.065123558044434,5516,The Ladykillers,415
Comedy,6.064981937408447,11232,Kate & Leopold,418
Comedy,6.064840793609619,342521,Keanu,421
Comedy,6.064777374267578,2610,Shopgirl,75
Comedy,6.0647149085998535,47607,Tiny Furniture,59
Comedy,6.064602851867676,18065,Next Day Air,36
Comedy,6.064602851867676,174311,All Is Bright,36
Comedy,6.064545631408691,78149,"An Alan Smithee Film: Burn, Hollywood, Burn",9
Comedy,6.064513206481934,13680,The Game Plan,428
Comedy,6.064294338226318,42889,The Virginity Hit,19
Comedy,6.064281463623047,64807,Grudge Match,433
Comedy,6.064143180847168,35019,Nanny McPhee and the Big Bang,436
Comedy,6.06376314163208,1613,The 51st State,173
Comedy,6.0635528564453125,10615,Pootie Tang,43
Comedy,6.0635528564453125,25166,Drowning Mona,43
Comedy,6.06355094909668,18126,Hannah Montana: The Movie,449
Comedy,6.063448905944824,16096,House Party 2,21
Comedy,6.063124179840088,84200,"For a Good Time, Call...",110
Comedy,6.062891483306885,3587,Bogus,44
Comedy,6.062792778015137,196867,Annie,466
Comedy,6.062789440155029,16172,Simply Irresistible,52
Comedy,6.062718868255615,79940,Tim and Eric's Billion Dollar Movie,34
Comedy,6.062471389770508,11431,Fever Pitch,182
Comedy,6.062304496765137,28165,The Toxic Avenger Part II,39
Comedy,6.062045574188232,13374,Ice Princess,185
Comedy,6.061992168426514,9583,Divine Secrets of the Ya-Ya Sisterhood,65
Comedy,6.06148099899292,4599,Raising Helen,189
Comedy,6.061091423034668,82533,Damsels in Distress,67
Comedy,6.0607805252075195,1901,In Good Company,194
Comedy,6.060582160949707,9896,Rat Race,518
Comedy,6.060582160949707,23082,The Invention of Lying,518
Comedy,6.060224533081055,9429,A Night at the Roxbury,198
Comedy,6.059360980987549,23531,Whipped,11
Comedy,6.059167385101318,15186,Full Frontal,26
Comedy,6.0588555335998535,10090,Reno 911!: Miami,72
Comedy,6.0588555335998535,17127,The Object of My Affection,72
Comedy,6.0587849617004395,32316,Marci X,12
Comedy,6.058529376983643,9895,Man of the Year,129
Comedy,6.057967185974121,21301,Barbershop 2:  Back in Business,74
Comedy,6.057906627655029,13827,"Surfer, Dude",25
Comedy,6.057906627655029,34086,Spaced Invaders,25
Comedy,6.057654857635498,59860,Monte Carlo,593
Comedy,6.057654857635498,87826,Here Comes the Boom,593
Comedy,6.057285308837891,58151,Fright Night,603
Comedy,6.057277202606201,9034,The Banger Sisters,62
Comedy,6.057111740112305,9449,The Borrowers,135
Comedy,6.056670188903809,18357,The Country Bears,20
Comedy,6.056175231933594,12610,Osmosis Jones,228
Comedy,6.056166172027588,21972,Like Mike,100
Comedy,6.0559916496276855,117942,Girls Gone Dead,14
Comedy,6.055941581726074,11648,Must Love Dogs,140
Comedy,6.055824279785156,378200,The Perfect Match,42
Comedy,6.054626941680908,35696,Juwanna Mann,20
Comedy,6.0546088218688965,12486,Farce of the Penguins,13
Comedy,6.054594039916992,208134,Bad Grandpa,680
Comedy,6.0545806884765625,40688,Meet the Deedles,19
Comedy,6.054197311401367,6038,Shanghai Knights,692
Comedy,6.0540337562561035,11130,The Princess Diaries 2: Royal Engagement,697
Comedy,6.054030895233154,24113,Town & Country,16
Comedy,6.05396842956543,11007,Cheaper by the Dozen,699
Comedy,6.053765773773193,19905,"The Goods: Live Hard, Sell Hard",58
Comedy,6.053482532501221,9809,Let's Go to Prison,69
Comedy,6.053206443786621,8592,Dick Tracy,251
Comedy,6.0531415939331055,175528,Baggage Claim,85
Comedy,6.053123950958252,39037,The Good Guy,59
Comedy,6.052884101867676,9598,Babe,733
Comedy,6.052708148956299,13191,"War, Inc.",86
Comedy,6.0526909828186035,16222,Whatever It Takes,37
Comedy,6.052584171295166,13948,An American Carol,20
Comedy,6.052482604980469,20009,Slackers,60
Comedy,6.052417755126953,153795,Straight A's,46
Comedy,6.051570415496826,18550,Fled,47
Comedy,6.051543712615967,12257,Home Fries,32
Comedy,6.051367282867432,13067,In the Land of Women,160
Comedy,6.051367282867432,127867,The Brass Teapot,160
Comedy,6.051204681396484,10563,Three to Tango,62
Comedy,6.05105447769165,15581,Who's Your Caddy?,18
Comedy,6.051041603088379,19084,Johnson Family Vacation,30
Comedy,6.051041603088379,21765,Good Boy!,30
Comedy,6.050865173339844,12596,Pushing Tin,116
Comedy,6.0502705574035645,10050,Get Over It,75
Comedy,6.049862384796143,11137,The Prince & Me,278
Comedy,6.049739360809326,300706,Let's Kill Ward's Wife,76
Comedy,6.0497307777404785,25132,Shorts,44
Comedy,6.049529552459717,10385,Hanging Up,40
Comedy,6.04940938949585,9486,Johnny English,852
Comedy,6.048816204071045,11619,Flushed Away,874
Comedy,6.048700332641602,9988,Beerfest,172
Comedy,6.048683166503906,10330,Freaky Friday,879
Comedy,6.04866361618042,18147,Unaccompanied Minors,66
Comedy,6.0482892990112305,23048,Hot Tub Time Machine,894
Comedy,6.048273086547852,16643,Life or Something Like It,124
Comedy,6.048007965087891,23570,The Pallbearer,30
Comedy,6.047952175140381,2687,Memoirs of an Invisible Man,125
Comedy,6.047921657562256,31535,Chairman of the Board,13
Comedy,6.047713279724121,49022,Something Borrowed,296
Comedy,6.047595500946045,4380,Shall We Dance?,297
Comedy,6.047544956207275,109443,Anchorman 2: The Legend Continues,923
Comedy,6.04746675491333,33155,Galaxina,16
Comedy,6.047388076782227,12138,3000 Miles to Graceland,178
Comedy,6.046672821044922,68684,Detention,129
Comedy,6.046545505523682,31203,Little Nicholas,306
Comedy,6.046354293823242,4942,Leatherheads,130
Comedy,6.046314239501953,1649,Bill & Ted's Bogus Journey,308
Comedy,6.04630184173584,23049,My Life in Ruins,101
Comedy,6.04551362991333,58233,Johnny English Reborn,1007
Comedy,6.0452375411987305,8839,Casper,1019
Comedy,6.045086860656738,19724,Imagine That,134
Comedy,6.045086860656738,51588,Prom,134
Comedy,6.045054912567139,22327,Youth in Revolt,319
Comedy,6.045042514801025,11141,Laws of Attraction,104
Comedy,6.044651508331299,15639,Larry the Cable Guy: Health Inspector,17
Comedy,6.044623851776123,5971,We're No Angels,105
Comedy,6.044591426849365,1257,Because I Said So,191
Comedy,6.044517517089844,11665,Get Smart,1051
Comedy,6.044302940368652,8970,The Out-of-Towners,45
Comedy,6.04374361038208,10317,Our Brand Is Crisis,195
Comedy,6.043414115905762,33676,Losin' It,31
Comedy,6.042854309082031,8273,American Wedding,1129
Comedy,6.042402267456055,50135,Animals United,90
Comedy,6.042359828948975,244534,Happy Christmas,58
Comedy,6.042224407196045,91070,L!fe Happens,66
Comedy,6.042130947113037,9842,School for Scoundrels,111
Comedy,6.041776180267334,19556,Miss March,77
Comedy,6.041649341583252,8780,Baby Mama,205
Comedy,6.041080474853516,33217,Diary of a Wimpy Kid,355
Comedy,6.040779113769531,133931,Zambezia,68
Comedy,6.04066801071167,1831,The Next Best Thing,29
