release_year,popularity,movie_id,title
2014,17.31243324279785,198185,Million Dollar Arm
2014,16.570707321166992,192132,Palo Alto
2014,15.89631175994873,284296,Top Five
2014,15.754613876342773,246403,Tusk
2014,15.699362754821777,244772,The Skeleton Twins
2014,15.237141609191895,184098,Think Like a Man Too
2014,15.015271186828613,231576,Wish I Was Here
2014,14.808303833007812,145220,Muppets Most Wanted
2014,14.741588592529297,79316,Devil's Due
2014,14.637356758117676,206563,Trash
2014,14.199933052062988,209451,Jersey Boys
2014,14.170089721679688,200505,Draft Day
2014,13.064264297485352,239566,Get on Up
2014,12.172130584716797,253331,Black or White
2014,12.036888122558594,180296,They Came Together
2014,11.828067779541016,222899,About Last Night
2014,11.43143367767334,250066,American Heist
2014,11.150260925292969,236751,Heaven is for Real
2014,10.958697319030762,215211,Grace of Monaco
2014,10.619573593139648,244403,Rudderless
2014,10.480090141296387,297596,Dying of the Light
2014,10.322857856750488,253306,Housebound
2014,10.274541854858398,252680,Moms' Night Out
2014,10.128950119018555,248774,Obvious Child
2014,9.702759742736816,208869,Plastic
2014,9.633710861206055,253235,And So It Goes
2014,9.2425537109375,245700,Mr. Turner
2014,9.175762176513672,235260,Son of God
2014,8.976127624511719,271185,Ask Me Anything
2014,8.496363639831543,300706,Let's Kill Ward's Wife
2014,8.079046249389648,241771,Beyond the Lights
2014,8.039222717285156,312791,GirlHouse
2014,7.922638893127441,290555,Wolves
2014,7.544515132904053,235271,Addicted
2014,7.33625602722168,254024,The Face of an Angel
2014,7.297757148742676,232679,When the Game Stands Tall
2014,7.182761192321777,208763,Forbidden Kingdom
2014,7.052422046661377,244534,Happy Christmas
2014,6.988357067108154,270938,Falcon Rising
2014,6.9678568840026855,227735,Dolphin Tale 2
2014,6.8958659172058105,290864,Kung Fu Jungle
2014,6.677926063537598,327833,Skin Trade
2014,6.500834941864014,251321,Aloft
2014,6.349217891693115,244783,Song One
2014,6.036684036254883,271331,United Passions
2014,6.01727294921875,259943,Coming Home
2014,5.759492874145508,283384,The Calling
2014,5.755549907684326,222649,Rosewater
2014,5.56306791305542,206296,The Last Five Years
2014,5.119593143463135,250349,Barbecue
2014,5.057694911956787,257932,Dragon Nest: Warriors' Dawn
2014,5.033064842224121,230266,Miss Julie
2014,4.480578899383545,278316,Da Sweet Blood of Jesus
2014,4.389362812042236,288980,Freedom
2014,4.118611812591553,251979,The Perfect Wave
2014,3.9448699951171875,256092,Drive Hard
2014,3.638411045074463,242083,Hits
2014,3.3639729022979736,283708,Far from Men
2014,3.3441579341888428,242166,Red Sky
2014,3.2154650688171387,283686,Out of the Dark
2014,3.1580560207366943,256740,Wicked Blood
2014,2.964785099029541,301748,The Opposite Sex
2014,2.8498950004577637,268171,Elsa & Fred
2014,2.6113638877868652,227975,Futuro Beach
2014,2.4869918823242188,266034,The Blue Room
2014,2.2149250507354736,256687,Swelter
2014,2.0257010459899902,297621,There's Always Woodstock
2014,1.9726680517196655,266102,Desert Dancer
2014,1.9686789512634277,260947,Something Wicked
2014,1.913301944732666,241766,Lords of London
2014,1.905197024345398,250184,Locker 13
2014,1.8936970233917236,290370,Mutant World
2014,1.8747830390930176,294512,Alpha and Omega: The Legend of the Saw Tooth Cave
2014,1.8599649667739868,287524,Fear Clinic
2014,1.7310349941253662,199933,Atlas Shrugged Part III: Who is John Galt?
2014,1.5845999717712402,253253,Animals
2014,1.501688003540039,278348,The Maid's Room
2014,1.4139339923858643,283671,Jungle Shuffle
2014,1.2336879968643188,258755,Hidden Away
2014,1.1869709491729736,292483,Not Cool
2014,1.0456229448318481,289180,H.
2014,0.99965500831604,292481,Henry & Me
2014,0.9733229875564575,269057,Bang Bang Baby
2014,0.9260839819908142,244776,The Sleepwalker
