actor_name,movie_id,release_year,title
Sean Bean,710,1995,GoldenEye
Sean Bean,1635,2005,The Island
Sean Bean,2059,2004,National Treasure
Sean Bean,7299,2002,Equilibrium
Sean Bean,8195,1998,Ronin
Sean Bean,9315,2005,Flightplan
Sean Bean,9701,2005,North Country
Sean Bean,12103,2001,Don't Say a Word
Sean Bean,27004,2010,Ca$h
Sean Bean,32657,2010,Percy Jackson & the Olympians: The Lightning Thief
Sean Bean,61012,2012,Silent Hill: Revelation 3D
Sean Bean,76757,2015,Jupiter Ascending
Sean Bean,256740,2014,Wicked Blood
Sean Bean,318850,2016,The Young Messiah
Jason Segel,4964,2007,Knocked Up
Jason Segel,9870,2008,Forgetting Sarah Marshall
Jason Segel,16538,2009,"I Love You, Man"
Jason Segel,20009,2002,Slackers
Jason Segel,20352,2010,Despicable Me
Jason Segel,38745,2010,Gulliver's Travels
Jason Segel,52449,2011,Bad Teacher
Jason Segel,64328,2011,The Muppets
Jason Segel,72207,2012,The Five-Year Engagement
Jason Segel,82532,2011,"Jeff, Who Lives at Home"
Jason Segel,89492,2012,This Is 40
Jason Segel,225886,2014,Sex Tape
Saurabh Shukla,12405,2008,Slumdog Millionaire
Kaley Cuoco,50359,2011,Hop
Thomas G. Waites,13853,1986,The Clan of the Cave Bear
Fabrice Luchini,21494,2007,Moliere
Cobie Smulders,11358,2004,Walking Tall
Cobie Smulders,112949,2013,Safe Haven
Cobie Smulders,146239,2013,Delivery Man
Cobie Smulders,180296,2014,They Came Together
Diana Hardcastle,321258,2016,The Boy
Reggie Lee,87826,2012,Here Comes the Boom
Frankie Muniz,6439,2005,Racing Stripes
Frankie Muniz,10069,2006,Stay Alive
Frankie Muniz,10923,2003,Agent Cody Banks
Frankie Muniz,11870,2002,Big Fat Liar
Frankie Muniz,15544,2008,Extreme Movie
Frankie Muniz,17047,2004,Agent Cody Banks 2: Destination London
Frankie Muniz,17908,2000,My Dog Skip
Levon Helm,13963,1978,The Last Waltz
Levon Helm,16769,1980,Coal Miner's Daughter
Rebecca Carroll,40920,2002,The Business of Fancydancing
Judd Hirsch,602,1996,Independence Day
Judd Hirsch,16619,1980,Ordinary People
Kevin Gage,287524,2014,Fear Clinic
Huang Sheng-Yi,9470,2004,Kung Fu Hustle
Fergus Riordan,71676,2011,Ghost Rider: Spirit of Vengeance
Mohit Marwah,281730,2014,Fugly
Samuel L. Jackson,184,1997,Jackie Brown
Samuel L. Jackson,326,2006,Snakes on a Plane
Samuel L. Jackson,479,2000,Shaft
Samuel L. Jackson,680,1994,Pulp Fiction
Samuel L. Jackson,1537,2002,Changing Lanes
Samuel L. Jackson,1572,1995,Die Hard: With a Vengeance
Samuel L. Jackson,1613,2001,The 51st State
Samuel L. Jackson,1645,1996,A Time to Kill
Samuel L. Jackson,1894,2002,Star Wars: Episode II - Attack of the Clones
Samuel L. Jackson,1895,2005,Star Wars: Episode III - Revenge of the Sith
Samuel L. Jackson,3021,2007,1408
Samuel L. Jackson,6071,1995,Kiss of Death
Samuel L. Jackson,7214,2005,Coach Carter
Samuel L. Jackson,7451,2002,xXx
Samuel L. Jackson,7874,2006,Black Snake Moan
Samuel L. Jackson,8247,2008,Jumper
Samuel L. Jackson,8285,2008,The Spirit
Samuel L. Jackson,8914,1999,Deep Blue Sea
Samuel L. Jackson,9074,2005,The Man
Samuel L. Jackson,9257,2003,S.W.A.T.
Samuel L. Jackson,9516,1993,Menace II Society
Samuel L. Jackson,9631,1998,The Negotiator
Samuel L. Jackson,9644,1993,National Lampoon's Loaded Weapon 1
Samuel L. Jackson,9741,2000,Unbreakable
Samuel L. Jackson,9806,2004,The Incredibles
Samuel L. Jackson,10153,1998,Sphere
Samuel L. Jackson,10782,2003,Basic
Samuel L. Jackson,11412,1996,The Long Kiss Goodnight
Samuel L. Jackson,11679,2005,xXx: State of the Union
Samuel L. Jackson,12486,2006,Farce of the Penguins
Samuel L. Jackson,13074,2007,Resurrecting the Champ
Samuel L. Jackson,13279,2008,Lakeview Terrace
Samuel L. Jackson,14655,2008,Soul Men
Samuel L. Jackson,25208,2001,The Caveman's Valentine
Samuel L. Jackson,27581,2010,The Other Guys
Samuel L. Jackson,36739,1988,School Daze
Samuel L. Jackson,37080,2009,Mother and Child
Samuel L. Jackson,45153,1997,Eve's Bayou
Samuel L. Jackson,68718,2012,Django Unchained
Samuel L. Jackson,77950,2013,Turbo
Samuel L. Jackson,100402,2014,Captain America: The Winter Soldier
Samuel L. Jackson,133931,2012,Zambezia
Samuel L. Jackson,258489,2016,The Legend of Tarzan
Samuel L. Jackson,273248,2015,The Hateful Eight
Rain,22832,2009,Ninja Assassin
Spencer Treat Clark,9741,2000,Unbreakable
Spencer Treat Clark,146203,2013,The Last Exorcism Part II
Ryan Hurst,10637,2000,Remember the Titans
Paulo Goulart,42109,1983,Gabriela
Carmen Electra,7278,2008,Meet the Spartans
Jillian Stacom,99826,2002,The Jimmy Show
Jossara Jinaro,61038,2011,Go for It!
Yvan Attal,179,2005,The Interpreter
Yvan Attal,5174,2007,Rush Hour 3
Yvan Attal,14652,2003,Bon voyage
Natalie Dormer,96721,2013,Rush
Natalie Dormer,329440,2016,The Forest
Maggie Cheung,79,2002,Hero
Maggie Cheung,39851,2004,Clean
Zoe Saldana,10050,2001,Get Over It
Zoe Saldana,10560,2000,Center Stage
Zoe Saldana,11638,2005,Guess Who
Zoe Saldana,13497,2002,Drumline
Zoe Saldana,17130,2002,Crossroads
Zoe Saldana,19995,2009,Avatar
Zoe Saldana,34813,2010,The Losers
Zoe Saldana,54138,2013,Star Trek Into Darkness
Zoe Saldana,62835,2011,Colombiana
Zoe Saldana,83686,2012,The Words
Zoe Saldana,118340,2014,Guardians of the Galaxy
Zoe Saldana,164457,2013,Out of the Furnace
Zoe Saldana,188927,2016,Star Trek Beyond
Zoe Saldana,190955,2013,Blood Ties
Zoe Saldana,228326,2014,The Book of Life
Kristin Davis,9969,2006,Deck the Halls
Kristin Davis,10067,2006,The Shaggy Dog
Kristin Davis,14199,2005,The Adventures of Sharkboy and Lavagirl
Kristin Davis,37786,2010,Sex and the City 2
Kristin Davis,72545,2012,Journey 2: The Mysterious Island
Ramon Tikaram,28005,1996,Kama Sutra - A Tale of Love
Arfi Lamba,281730,2014,Fugly
Chris O'Dowd,38745,2010,Gulliver's Travels
Chris O'Dowd,239563,2014,St. Vincent
Harley Quinn Smith,290825,2016,Yoga Hosers
Per Christensen,6007,2001,Elling
David Warbeck,19204,1981,The Beyond
Kristin Kreuk,14608,2007,Partition
Kristin Kreuk,15268,2009,Street Fighter: The Legend of Chun-Li
Sam Bottoms,28,1979,Apocalypse Now
Sam Bottoms,13983,2007,Finishing The Game
Mark Rendall,44770,2009,The Exploding Girl
James Larkin,10705,1989,Henry V
Bill McKinney,1368,1982,First Blood
Alison Barry,38448,2009,Ondine
Allison Mackie,2057,2001,Original Sin
Emmanuelle Chriqui,9902,2003,Wrong Turn
Emmanuelle Chriqui,10661,2008,You Don't Mess with the Zohan
Emmanuelle Chriqui,34043,2001,On the Line
Emmanuelle Chriqui,50601,2011,5 Days of War
Shriman Umeshanad Brahmachari,211086,2013,Faith Connections
Reagan Gomez-Preston,98557,2012,Dysfunctional Friends
William Holmes,34086,1990,Spaced Invaders
Xing Jing,8982,2005,The Protector
Farrah Fawcett,2895,1997,The Apostle
Farrah Fawcett,10803,1976,Logan's Run
Les Williams,19844,2007,Kiss the Bride
Laurel Holloman,29371,1995,The Incredibly True Adventure of Two Girls In Love
Esther Williams,43546,1944,Bathing Beauty
Lisa Ann Walter,310,2003,Bruce Almighty
Lisa Ann Walter,4380,2004,Shall We Dance?
Victor Banerjee,15927,1984,A Passage to India
Fran Drescher,11959,1989,UHF
Darren Keefe,27404,2005,My Big Fat Independent Movie
Henry Winkler,9339,2006,Click
Henry Winkler,10663,1998,The Waterboy
Henry Winkler,87826,2012,Here Comes the Boom
Tom Petty,9922,1997,The Postman
Raymond J. Barry,687,1995,Dead Man Walking
Raymond J. Barry,2604,1989,Born on the Fourth of July
Raymond J. Barry,6575,2007,Walk Hard: The Dewey Cox Story
Raymond J. Barry,9574,1997,Flubber
Raymond J. Barry,36584,2002,Interview with the Assassin
Raymond J. Barry,316727,2016,The Purge: Election Year
Ayesha Omar,357441,2015,Karachi se Lahore
Christopher Judge,13001,2008,Stargate: The Ark of Truth
Christopher Judge,18632,2007,A Dog's Breakfast
Clemency Burton-Hill,9288,2005,Dungeons & Dragons: Wrath of the Dragon God
Matt Clark,13155,1985,Return to Oz
Matt Clark,38665,1981,The Legend of the Lone Ranger
Matt Clark,75986,1983,Love Letters
Rick Danko,13963,1978,The Last Waltz
Brenda Blethyn,4347,2007,Atonement
Brenda Blethyn,6478,2004,Beyond the Sea
Brenda Blethyn,8545,1998,Little Voice
Brenda Blethyn,50035,2001,Lovely & Amazing
Judge Reinhold,90,1984,Beverly Hills Cop
Judge Reinhold,96,1987,Beverly Hills Cop II
Judge Reinhold,306,1994,Beverly Hills Cop III
Judge Reinhold,11395,1994,The Santa Clause
Judge Reinhold,13342,1982,Fast Times at Ridgemont High
Demi Moore,251,1990,Ghost
Demi Moore,881,1992,A Few Good Men
Demi Moore,3179,1996,Beavis and Butt-Head Do America
Demi Moore,4421,1997,G.I. Jane
Demi Moore,5971,1989,We're No Angels
Demi Moore,8984,1994,Disclosure
Demi Moore,9623,1996,The Juror
Demi Moore,9879,1996,Striptease
Demi Moore,10533,1995,The Scarlet Letter
Demi Moore,10545,1996,The Hunchback of Notre Dame
Demi Moore,41479,2009,The Joneses
Demi Moore,60422,2011,Another Happy Day
Demi Moore,80271,2012,LOL
Demi Moore,354110,2015,Forsaken
Lorraine Gary,578,1975,Jaws
Lorraine Gary,579,1978,Jaws 2
Lorraine Gary,580,1987,Jaws: The Revenge
Lorraine Gary,11519,1979,1941
Colin Ford,74465,2011,We Bought a Zoo
Philip Seymour Hoffman,115,1998,The Big Lebowski
Philip Seymour Hoffman,398,2005,Capote
Philip Seymour Hoffman,664,1996,Twister
Philip Seymour Hoffman,956,2006,Mission: Impossible III
Philip Seymour Hoffman,1213,1999,The Talented Mr. Ripley
Philip Seymour Hoffman,1429,2002,25th Hour
Philip Seymour Hoffman,4960,2008,"Synecdoche, New York"
Philip Seymour Hoffman,5966,2004,Along Came Polly
Philip Seymour Hoffman,6538,2007,Charlie Wilson's War
Philip Seymour Hoffman,8051,2002,Punch-Drunk Love
Philip Seymour Hoffman,8272,2007,The Savages
Philip Seymour Hoffman,10312,1998,Patch Adams
Philip Seymour Hoffman,10316,2011,The Ides of March
Philip Seymour Hoffman,10683,1998,Happiness
Philip Seymour Hoffman,14359,2008,Doubt
Philip Seymour Hoffman,15394,2003,Owning Mahowny
Philip Seymour Hoffman,18947,2009,The Boat That Rocked
Philip Seymour Hoffman,31582,1999,Flawless
Philip Seymour Hoffman,41469,1998,Next Stop Wonderland
Philip Seymour Hoffman,60308,2011,Moneyball
Philip Seymour Hoffman,68722,2012,The Master
Philip Seymour Hoffman,157849,2014,A Most Wanted Man
Mick Lally,26963,2009,The Secret of Kells
Robert Fieldsteel,27549,1991,Beastmaster 2: Through the Portal of Time
David Patrick Kelly,34152,1994,Crooklyn
Lisa Pelikan,13888,1991,Return to the Blue Lagoon
Lisa Pelikan,335866,2015,Circle
Jennifer Lopez,1389,1998,Out of Sight
Jennifer Lopez,1947,2005,An Unfinished Life
Jennifer Lopez,1957,2002,Enough
Jennifer Lopez,2018,2001,The Wedding Planner
Jennifer Lopez,4379,2005,Monster-in-Law
Jennifer Lopez,4380,2004,Shall We Dance?
Jennifer Lopez,5852,2001,Angel Eyes
Jennifer Lopez,7303,2002,Maid in Manhattan
Jennifer Lopez,8046,2003,Gigli
Jennifer Lopez,8843,2000,The Cell
Jennifer Lopez,9360,1997,Anaconda
Jennifer Lopez,9541,2004,Jersey Girl
Jennifer Lopez,11517,1995,Money Train
Jennifer Lopez,16052,1997,Selena
Jennifer Lopez,31640,1996,Blood and Wine
Jennifer Lopez,34806,2010,The Back-Up Plan
Jennifer Lopez,76494,2012,What to Expect When You're Expecting
Jennifer Lopez,119283,2013,Parker
Jennifer Lopez,228161,2015,Home
Jennifer Lopez,241251,2015,The Boy Next Door
Angelina Jolie,787,2005,Mr. & Mrs. Smith
Angelina Jolie,1966,2004,Alexander
Angelina Jolie,1988,2007,A Mighty Heart
Angelina Jolie,1995,2001,Lara Croft: Tomb Raider
Angelina Jolie,1996,2003,Lara Croft Tomb Raider: The Cradle of Life
Angelina Jolie,2057,2001,Original Sin
Angelina Jolie,2310,2007,Beowulf
Angelina Jolie,3558,1999,"Girl, Interrupted"
Angelina Jolie,3580,2008,Changeling
Angelina Jolie,5137,2004,Sky Captain and the World of Tomorrow
Angelina Jolie,8909,2008,Wanted
Angelina Jolie,9481,1999,The Bone Collector
Angelina Jolie,9502,2008,Kung Fu Panda
Angelina Jolie,9679,2000,Gone in Sixty Seconds
Angelina Jolie,9839,2003,Beyond Borders
Angelina Jolie,10428,1995,Hackers
Angelina Jolie,10555,2004,Shark Tale
Angelina Jolie,12596,1999,Pushing Tin
Angelina Jolie,16643,2002,Life or Something Like It
Angelina Jolie,27576,2010,Salt
Angelina Jolie,37710,2010,The Tourist
Angelina Jolie,49444,2011,Kung Fu Panda 2
Angelina Jolie,102651,2014,Maleficent
Angelina Jolie,140300,2016,Kung Fu Panda 3
Angelina Jolie,314385,2015,By the Sea
The Edge,37003,2007,U2 3D
Brian Sites,30309,2002,Real Women Have Curves
Crista Flanagan,13805,2008,Disaster Movie
Rafael Estephan,119657,2012,El Rey de Najayo
R. D. Call,9804,1995,Waterworld
Jason Patric,819,1996,Sleepers
Jason Patric,1547,1987,The Lost Boys
Jason Patric,1639,1997,Speed 2: Cruise Control
Jason Patric,10733,2004,The Alamo
Jason Patric,11022,2002,Narc
Jason Patric,241254,2014,The Prince
Ron Rifkin,811,1972,Silent Running
Ron Rifkin,9631,1998,The Negotiator
Ron Rifkin,10052,2002,Dragonfly
Daniel Anderson,15173,2002,Jonah: A VeggieTales Movie
Lindsay Lohan,4258,2013,Scary Movie 5
Lindsay Lohan,9526,2006,A Prairie Home Companion
Lindsay Lohan,10025,2006,Just My Luck
Lindsay Lohan,10330,2003,Freaky Friday
Lindsay Lohan,10625,2004,Mean Girls
Lindsay Lohan,11132,2004,Confessions of a Teenage Drama Queen
Lindsay Lohan,11451,2005,Herbie Fully Loaded
Lindsay Lohan,13159,2007,Georgia Rule
Lindsay Lohan,23631,2010,Machete
Lindsay Lohan,109729,2013,The Canyons
Pedro Armendáriz,657,1963,From Russia with Love
Kevin Nash,264999,2015,Magic Mike XXL
Tabu,16727,2006,The Namesake
John de Lancie,14629,2000,Woman on Top
Jesse McCartney,93856,2012,Chernobyl Diaries
Jesse McCartney,258509,2015,Alvin and the Chipmunks: The Road Chip
Kim Myers,10014,1985,A Nightmare on Elm Street Part 2: Freddy's Revenge
Michael Harding,59728,2011,The 5th Quarter
Rob Lowe,227,1983,The Outsiders
Rob Lowe,817,1999,Austin Powers: The Spy Who Shagged Me
Rob Lowe,8872,1992,Wayne's World
Rob Lowe,11308,1984,The Hotel New Hampshire
Rob Lowe,29015,2000,The Specials
Rob Lowe,225886,2014,Sex Tape
Lindsay Beamish,1378,2006,Shortbus
Jean-Pierre Marielle,27936,2009,Micmacs
Michael Fassbender,13510,2008,Eden Lake
Michael Fassbender,16869,2009,Inglourious Basterds
Michael Fassbender,20533,2010,Jonah Hex
Michael Fassbender,23759,2010,Centurion
Michael Fassbender,24469,2009,Fish Tank
Michael Fassbender,48231,2011,A Dangerous Method
Michael Fassbender,49538,2011,X-Men: First Class
Michael Fassbender,70435,2011,Haywire
Michael Fassbender,70981,2012,Prometheus
Michael Fassbender,76025,2011,Shame
Michael Fassbender,76203,2013,12 Years a Slave
Michael Fassbender,109091,2013,The Counselor
Michael Fassbender,127585,2014,X-Men: Days of Future Past
Michael Fassbender,223485,2015,Slow West
Michael Fassbender,246655,2016,X-Men: Apocalypse
Michael Fassbender,321697,2015,Steve Jobs
Eddie Deezen,5255,2004,The Polar Express
Laura Pyper,395766,2016,The Secret
Leila Hatami,60243,2011,A Separation
Ludacris,584,2003,2 Fast 2 Furious
Ludacris,13051,2008,Max Payne
Ludacris,51497,2011,Fast Five
Elizabeth Olsen,50837,2011,Martha Marcy May Marlene
Elizabeth Olsen,75638,2012,Red Lights
Elizabeth Olsen,92182,2011,Silent House
Linda Larkin,812,1992,Aladdin
Jennifer Westfeldt,15647,2001,Kissing Jessica Stein
Jennifer Westfeldt,38007,2006,Ira & Abby
Josh Gad,10186,2008,The Rocker
Josh Gad,109445,2013,Frozen
Josh Gad,153518,2016,The Angry Birds Movie
Josh Gad,257344,2015,Pixels
Raven-Symoné,10808,2001,Dr. Dolittle 2
Barbara Hershey,9282,2003,11:14
Barbara Hershey,11051,1988,The Last Temptation of Christ
Barbara Hershey,12479,1999,Breakfast of Champions
Barbara Hershey,44214,2010,Black Swan
Barbara Hershey,49018,2010,Insidious
Barbara Hershey,91586,2013,Insidious: Chapter 2
Barbara Hershey,335874,2015,Childless
Grace Kelly,288,1952,High Noon
Paul Dano,773,2006,Little Miss Sunshine
Paul Dano,5178,2009,The Good Heart
Paul Dano,7345,2007,There Will Be Blood
Paul Dano,17113,2005,The Ballad of Jack and Rose
Paul Dano,18734,2001,L.I.E.
Paul Dano,47088,2010,The Extra Man
Paul Dano,57120,2010,Meek's Cutoff
Paul Dano,59967,2012,Looper
Paul Dano,76203,2013,12 Years a Slave
Paul Dano,146233,2013,Prisoners
Debi Derryberry,12589,2001,Jimmy Neutron: Boy Genius
Valerie Cruz,18616,2008,No Man's Land: The Rise of Reeker
Diego Boneta,80585,2012,Rock of Ages
Diego Boneta,360339,2015,Eden
Noah Huntley,170,2002,28 Days Later
Dyllan Christopher,18147,2006,Unaccompanied Minors
Tómas Lemarquis,192102,2014,3 Days to Kill
Gregory Peck,595,1962,To Kill a Mockingbird
Gregory Peck,794,1976,The Omen
Gregory Peck,4174,1945,Spellbound
Gregory Peck,10339,1956,Moby Dick
Gregory Peck,16241,1978,The Boys from Brazil
Gregory Peck,32275,1946,Duel in the Sun
Gregory Peck,33667,1947,Gentleman's Agreement
Gregory Peck,43610,1945,The Valley of Decision
Clifton Collins Jr,12088,1992,Fortress
Clifton Collins Jr,16617,2004,Mindhunters
Clifton Collins Jr,22821,2009,The Boondock Saints II: All Saints Day
Clifton Collins Jr,56601,2010,The Perfect Game
Clifton Collins Jr,119283,2013,Parker
Clifton Collins Jr,254472,2015,Stung
Alistair McGowan,23049,2009,My Life in Ruins
Lyndon Smith,290751,2015,Secret in Their Eyes
Adam West,2661,1966,Batman
Miriam Flynn,9598,1995,Babe
Carlos Belloso,44413,2004,The Holy Girl
Justin Chon,107811,2013,21 & Over
Justin Chon,139715,2012,Detention of the Dead
Lisa Owen,215924,2013,The Amazing Catfish
David Lyons,112949,2013,Safe Haven
Peter Miller,321,2003,Mambo Italiano
Richard Schiff,3050,1998,Doctor Dolittle
Richard Schiff,10950,2001,I Am Sam
Joseph Gordon-Levitt,189,2014,Sin City: A Dame to Kill For
Joseph Gordon-Levitt,4951,1999,10 Things I Hate About You
Joseph Gordon-Levitt,8988,2008,Stop-Loss
Joseph Gordon-Levitt,9016,2002,Treasure Planet
Joseph Gordon-Levitt,9623,1996,The Juror
Joseph Gordon-Levitt,14869,2009,G.I. Joe: The Rise of Cobra
Joseph Gordon-Levitt,15708,2003,Latter Days
Joseph Gordon-Levitt,19913,2009,(500) Days of Summer
Joseph Gordon-Levitt,27205,2010,Inception
Joseph Gordon-Levitt,40807,2011,50/50
Joseph Gordon-Levitt,44835,2010,Hesher
Joseph Gordon-Levitt,49526,2012,Premium Rush
Joseph Gordon-Levitt,59967,2012,Looper
Joseph Gordon-Levitt,72976,2012,Lincoln
Joseph Gordon-Levitt,138697,2013,Don Jon
Joseph Gordon-Levitt,285783,2015,The Walk
Julie Patterson,69382,2007,The Legend of God's Gun
Matthew Daddario,298584,2016,Cabin Fever
Simon Helberg,11452,2002,National Lampoon’s Van Wilder
Simon Helberg,315664,2016,Florence Foster Jenkins
Laura Harris,5072,2006,Severance
Laura Harris,9276,1998,The Faculty
Martin Freeman,7453,2005,The Hitchhiker's Guide to the Galaxy
Martin Freeman,13501,2007,The Good Night
Martin Freeman,49051,2012,The Hobbit: An Unexpected Journey
Martin Freeman,57158,2013,The Hobbit: The Desolation of Smaug
Martin Freeman,63492,2011,What's Your Number?
Martin Freeman,107985,2013,The World's End
Martin Freeman,122917,2014,The Hobbit: The Battle of the Five Armies
Dallas Barnett,94352,2012,Cirque du Soleil: Worlds Away
Aml Ameen,198663,2014,The Maze Runner
Ken Sansom,13682,2005,Pooh's Heffalump Movie
Ken Sansom,15655,2000,The Tigger Movie
Nora Arnezeder,103620,2012,Maniac
Jack Weston,12704,1987,Ishtar
Dermot Mulroney,2755,2002,About Schmidt
Dermot Mulroney,6961,2005,The Wedding Date
Dermot Mulroney,8874,1997,My Best Friend's Wedding
Dermot Mulroney,9043,2005,The Family Stone
Dermot Mulroney,11648,2005,Must Love Dogs
Dermot Mulroney,11967,1988,Young Guns
Dermot Mulroney,13159,2007,Georgia Rule
Dermot Mulroney,22479,1996,Kansas City
Dermot Mulroney,75174,2012,The Grey
Dermot Mulroney,78698,2012,Big Miracle
Dermot Mulroney,86825,2013,Stoker
Dermot Mulroney,88641,1994,There Goes My Baby
Dermot Mulroney,135595,2012,Trade Of Innocents
Dermot Mulroney,280092,2015,Insidious: Chapter 3
Dermot Mulroney,291870,2016,Dirty Grandpa
Mako,978,1997,Seven Years in Tibet
Mako,1273,2007,TMNT
Mako,8011,1994,Highlander: The Final Dimension
Mako,9610,1984,Conan the Destroyer
Mark Brady,10488,2008,Nim's Island
Christopher Reid,16096,1991,House Party 2
Emma de Caunes,1268,2007,Mr. Bean's Holiday
Emily Barclay,41216,2010,Legend of the Guardians: The Owls of Ga'Hoole
Lea Coco,283445,2015,Sinister 2
William Vail,30497,1974,The Texas Chain Saw Massacre
Janelle Sing,277519,2014,Z Storm
Vasilios Mantagas,15568,2007,Gracie
Mark Rector,14585,1997,In the Company of Men
Bolo Yeung,11690,1988,Bloodsport
"Brendan ""Doogie"" Milewski",139948,2012,Burn
Artie Ahr,331592,2015,Listening
Samantha Mathis,1359,2000,American Psycho
Samantha Mathis,9208,1996,Broken Arrow
Samantha Mathis,9587,1994,Little Women
Samantha Mathis,9607,1993,Super Mario Bros.
Samantha Mathis,26388,2010,Buried
Samantha Mathis,134371,2012,Atlas Shrugged Part II
Todd Susman,15797,1993,Only the Strong
William Devane,5854,1976,Family Plot
Erin Wasson,39210,2010,Somewhere
Gene Dinovi,12596,1999,Pushing Tin
Margaret Whitton,9942,1989,Major League
Margaret Whitton,10068,1986,Nine 1/2 Weeks
James Gilbert,18530,2009,The Cry of the Owl
Grégori Derangère,14652,2003,Bon voyage
Sophie Monk,10073,2006,Date Movie
Cary-Hiroyuki Tagawa,9312,1995,Mortal Kombat
Cary-Hiroyuki Tagawa,9947,2005,Elektra
Cary-Hiroyuki Tagawa,13154,1991,Showdown in Little Tokyo
Cary-Hiroyuki Tagawa,28178,2009,Hachi: A Dog's Tale
Cary-Hiroyuki Tagawa,256962,2015,Little Boy
Sammi Hanratty,171759,2013,The Lost Medallion: The Adventures of Billy Stone
Myron McCormick,990,1961,The Hustler
Jeremy Sumpter,12149,2001,Frailty
Joel Gretsch,4958,2000,The Legend of Bagger Vance
Debra Paget,39833,1956,Love Me Tender
Vincent Pérez,11979,2002,Queen of the Damned
Vincent Pérez,21311,2000,I Dreamed of Africa
David Schwimmer,953,2005,Madagascar
David Schwimmer,6068,1998,Six Days Seven Nights
David Schwimmer,10527,2008,Madagascar: Escape 2 Africa
David Schwimmer,23570,1996,The Pallbearer
David Schwimmer,68812,2012,The Iceman
David Schwimmer,80321,2012,Madagascar 3: Europe's Most Wanted
Michael Crawford,17768,1966,A Funny Thing Happened on the Way to the Forum
Ritesh Deshmukh,58051,2010,Housefull
Simon McBurney,1523,2006,The Last King of Scotland
Simon McBurney,12113,2008,Body of Lies
Simon McBurney,12783,2008,The Duchess
Simon McBurney,266856,2014,The Theory of Everything
Elijah Cummings,22074,2009,Capitalism: A Love Story
Paul Le Mat,838,1973,American Graffiti
Rutger Hauer,78,1982,Blade Runner
Rutger Hauer,526,1985,Ladyhawke
Rutger Hauer,4912,2002,Confessions of a Dangerous Mind
Rutger Hauer,13006,1992,Split Second
Rutger Hauer,21512,1989,The Blood of Heroes
Rutger Hauer,21610,1981,Nighthawks
Rutger Hauer,49010,2011,Hobo with a Shotgun
Nell Carter,16471,1981,Modern Problems
Una Damon,9457,1998,Deep Rising
Alicia Vela-Bailey,345911,2016,Lights Out
Buzz Aldrin,14284,2007,In the Shadow of the Moon
Allison Cratchley,48340,2011,Sanctum
Robert Hays,813,1980,Airplane!
Lucille Ball,27983,1968,"Yours, Mine and Ours"
William Shatner,152,1979,Star Trek: The Motion Picture
William Shatner,154,1982,Star Trek II: The Wrath of Khan
William Shatner,157,1984,Star Trek III: The Search for Spock
William Shatner,168,1986,Star Trek IV: The Voyage Home
William Shatner,172,1989,Star Trek V: The Final Frontier
William Shatner,174,1991,Star Trek VI: The Undiscovered Country
William Shatner,1493,2000,Miss Congeniality
William Shatner,7518,2006,Over the Hedge
William Shatner,10040,2005,Miss Congeniality 2: Armed and Fabulous
William Shatner,30315,1977,Kingdom of the Spiders
Lucas Till,23172,2010,The Spy Next Door
Lucas Till,86304,2011,All Superheroes Must Die
Lucas Till,290555,2014,Wolves
Lucas Till,309919,2015,The Curse of Downers Grove
Lindsey Haun,34099,2004,Brave New Girl
Paul Lukas,173,1954,"20,000 Leagues Under the Sea"
Jennifer Ellison,13849,2008,The Cottage
Cody Linley,18276,2006,Hoot
Cody Linley,27588,2009,Forget Me Not
Rosie O'Donnell,888,1994,The Flintstones
Rosie O'Donnell,38223,1996,Harriet the Spy
David Harbour,4148,2008,Revolutionary Road
David Harbour,77016,2012,End of Watch
David Harbour,156022,2014,The Equalizer
David Harbour,169917,2014,A Walk Among the Tombstones
Gloria Votsis,22007,2008,Train
Noah Wyle,73511,2005,The Californians
Noah Wyle,88641,1994,There Goes My Baby
Upen Patel,20360,2007,Namastey London
James Devoti,176124,2013,Home Run
Tonya Kay,380733,2016,Fight to the Finish
Glenn Plummer,215,2005,Saw II
Glenn Plummer,9516,1993,Menace II Society
Glenn Plummer,10802,1995,Showgirls
Glenn Plummer,325123,2015,Teeth and Blood
Sven Nordin,6007,2001,Elling
Johnny Harris,14823,2006,London to Brighton
Johnny Harris,190847,2013,The Last Days on Mars
Pascale Bussières,25379,2004,The Blue Butterfly
Jonathan Sadowski,93856,2012,Chernobyl Diaries
Dolph Lundgren,13154,1991,Showdown in Little Tokyo
Dolph Lundgren,24206,1996,Silent Trigger
Dolph Lundgren,27578,2010,The Expendables
Dolph Lundgren,38940,1994,Men of War
Dolph Lundgren,76163,2012,The Expendables 2
Dolph Lundgren,95755,2012,Small Apartments
Dolph Lundgren,299553,2015,Shark Lake
Dolph Lundgren,327833,2014,Skin Trade
Jean Harlow,22301,1930,Hell's Angels
Joy Bryant,7515,2005,London
Joy Bryant,9913,2005,The Skeleton Key
Joy Bryant,10028,2003,Honey
Joy Bryant,10060,2005,Get Rich or Die Tryin'
Joy Bryant,13435,2002,Antwone Fisher
Joy Bryant,13490,2008,Welcome Home Roscoe Jenkins
Joy Bryant,222899,2014,About Last Night
Sebastian Stan,1771,2011,Captain America: The First Avenger
Sebastian Stan,14976,2008,Rachel Getting Married
Sebastian Stan,79694,2012,The Apparition
Sebastian Stan,100402,2014,Captain America: The Winter Soldier
