actor_name,movie_id,release_year,title
Christopher Shand,15568,2007,Gracie
Bibi Naceri,10045,2004,District B13
Patrick Malahide,1408,1995,Cutthroat Island
Penelope Wilton,116,2005,Match Point
Penelope Wilton,11889,2001,Iris
Penelope Wilton,12506,1987,Cry Freedom
Bill Goodwin,43546,1944,Bathing Beauty
Génesis Rodríguez,80304,2012,Casa De Mi Padre
Génesis Rodríguez,246403,2014,Tusk
Kyla Pratt,10808,2001,Dr. Dolittle 2
Kyla Pratt,14736,2000,Love & Basketball
Kyla Pratt,15189,2009,Hotel for Dogs
Dakota Johnson,216015,2015,Fifty Shades of Grey
Dakota Johnson,259694,2016,How to Be Single
Dakota Johnson,261023,2015,Black Mass
Timothy E. Day,19933,1987,The Brave Little Toaster
Ryuichi Sakamoto,746,1987,The Last Emperor
Clotilde Courau,25212,2000,Deterrence
Michael Boatman,29731,2007,And Then Came Love
Michael Boatman,44634,2004,Woman Thou Art Loosed
Amber Armstrong,23827,2007,Paranormal Activity
Rachel Regulier,8841,2008,The Class
Frederick Stafford,2370,1969,Topaz
Jenna Elfman,4967,2000,Keeping the Faith
Jenna Elfman,10715,2003,Looney Tunes: Back in Action
Jenna Elfman,11374,1999,Edtv
Diana Ross,24961,1978,The Wiz
Benno Fürmann,1698,2000,Anatomy
Benno Fürmann,9616,2003,The Order
Benno Fürmann,11661,2005,Joyeux Noël
Louise Portal,11042,2003,The Barbarian Invasions
Felicity Huffman,546,2005,Transamerica
Felicity Huffman,13159,2007,Georgia Rule
Felicity Huffman,244403,2014,Rudderless
Alice Evans,10481,2000,102 Dalmatians
Alice Evans,71547,2004,Fascination
Sean Rogerson,50698,2011,Grave Encounters
Geena Davis,1408,1995,Cutthroat Island
Geena Davis,4011,1988,Beetlejuice
Geena Davis,10137,1999,Stuart Little
Geena Davis,10996,2002,Stuart Little 2
Geena Davis,11287,1992,A League of Their Own
Geena Davis,11412,1996,The Long Kiss Goodnight
Derek Mears,60304,2013,Hansel & Gretel: Witch Hunters
Jesse Kuhn,34647,2009,Enter the Void
Karl Malden,654,1954,On the Waterfront
Karl Malden,702,1951,A Streetcar Named Desire
Karl Malden,11202,1970,Patton
Karl Malden,40160,1979,Meteor
Pink,65759,2011,Happy Feet Two
John G. Brennan,18713,1995,The Jerky Boys
Samantha Dark,54702,2004,Malevolence
Nicol Williamson,10336,1997,Spawn
Nicol Williamson,10786,1976,Robin and Marian
Nicol Williamson,13155,1985,Return to Oz
Chris Brown,22907,2010,Takers
Chris Brown,109417,2013,Battle of the Year
Lara Dutta,58051,2010,Housefull
Elizabeth Blake,12703,2004,The Brown Bunny
Vinay Jain,38428,2007,"Gandhi, My Father"
Michael Rainey Jr.,132363,2013,The Butler
Oscar Nunez,68202,2011,Without Men
Gabriel Beistain,48463,2004,Incident at Loch Ness
Dan Castellaneta,35,2007,The Simpsons Movie
Dan Castellaneta,17710,2002,Hey Arnold! The Movie
Rocky McKenzie,38415,2009,Bran Nue Dae
Ti Lung,12207,1994,The Legend of Drunken Master
Ti Lung,14538,2008,Three Kingdoms: Resurrection of the Dragon
Ti Lung,46528,2010,The Warrior's Way
Lydia McLane,52462,2006,The Pet
Terrence Howard,1726,2008,Iron Man
Terrence Howard,5123,2007,August Rush
Terrence Howard,5353,2007,The Hunting Party
Terrence Howard,5852,2001,Angel Eyes
Terrence Howard,8292,2005,Four Brothers
Terrence Howard,9600,2000,Big Momma's House
Terrence Howard,10060,2005,Get Rich or Die Tryin'
Terrence Howard,10476,2005,Hustle & Flow
Terrence Howard,10592,2002,Hart's War
Terrence Howard,10696,2001,Glitter
Terrence Howard,13483,2007,Awake
Terrence Howard,13816,2006,Idlewild
Terrence Howard,16162,1999,The Best Man
Terrence Howard,51820,2005,The Salon
Terrence Howard,72431,2012,Red Tails
Terrence Howard,75033,2011,Winnie Mandela
Terrence Howard,102362,2013,Dead Man Down
Terrence Howard,146304,2013,The Best Man Holiday
Michael J. Fox,105,1985,Back to the Future
Michael J. Fox,165,1989,Back to the Future Part II
Michael J. Fox,196,1990,Back to the Future Part III
Michael J. Fox,9087,1995,The American President
Michael J. Fox,10137,1999,Stuart Little
Michael J. Fox,10865,2001,Atlantis: The Lost Empire
Michael J. Fox,10996,2002,Stuart Little 2
Michael J. Fox,11564,1982,Class of 1984
Michael J. Fox,17170,1988,"Bright Lights, Big City"
Nicholas Smith,533,2005,The Curse of the Were-Rabbit
Dylan McDermott,4997,2003,Wonderland
Dylan McDermott,10563,1999,Three to Tango
Dylan McDermott,13503,2001,Texas Rangers
Dylan McDermott,77953,2012,The Campaign
Dylan McDermott,262543,2014,Automata
Dylan McDermott,334074,2015,Survivor
Miles Szanto,376010,2015,Western Religion
Queen Latifah,950,2006,Ice Age: The Meltdown
Queen Latifah,1262,2006,Stranger Than Fiction
Queen Latifah,1574,2002,Chicago
Queen Latifah,2976,2007,Hairspray
Queen Latifah,8355,2009,Ice Age: Dawn of the Dinosaurs
Queen Latifah,9029,2008,What Happens in Vegas
Queen Latifah,9400,1996,Set It Off
Queen Latifah,9481,1999,The Bone Collector
Queen Latifah,10678,2003,Bringing Down the House
Queen Latifah,12085,2008,Mad Money
Queen Latifah,12837,2008,The Secret Life of Bees
Queen Latifah,14177,2005,Beauty Shop
Queen Latifah,17379,2006,Last Holiday
Queen Latifah,37964,2002,Brown Sugar
Queen Latifah,38093,2010,Just Wright
Queen Latifah,44564,2011,The Dilemma
Queen Latifah,46889,1998,Living Out Loud
Queen Latifah,63574,2012,Joyful Noise
Richard DeManincor,764,1981,The Evil Dead
Nao Omori,193722,2013,R100
Baby Bash,84197,2013,Filly Brown
Marshall Bell,9952,2006,Rescue Dawn
Neil Patrick Harris,563,1997,Starship Troopers
Neil Patrick Harris,11282,2004,Harold & Kumar Go to White Castle
Neil Patrick Harris,13335,2008,Harold & Kumar Escape from Guantanamo Bay
Neil Patrick Harris,38117,2011,Beastly
Neil Patrick Harris,41513,2011,The Smurfs
Neil Patrick Harris,55465,2011,A Very Harold & Kumar Christmas
Neil Patrick Harris,77931,2013,The Smurfs 2
Neil Patrick Harris,188161,2014,A Million Ways to Die in the West
Neil Patrick Harris,210577,2014,Gone Girl
Merab Ninidze,1591,2001,Nowhere in Africa
Emilio Estevez,9644,1993,National Lampoon's Loaded Weapon 1
Emilio Estevez,10414,1992,The Mighty Ducks
Emilio Estevez,11967,1988,Young Guns
Emilio Estevez,13820,1984,Repo Man
Julian Morris,10092,2005,Cry_Wolf
Glenda Pannell,12247,2007,Shotgun Stories
Kenneth Tobey,35073,1953,"The Beast from 20,000 Fathoms"
Sandahl Bergman,9387,1982,Conan the Barbarian
Sandahl Bergman,9626,1985,Red Sonja
Lalaine,40914,2009,Royal Kill
Method Man,8386,2001,How High
Method Man,12657,2004,Soul Plane
Method Man,26710,2004,My Baby's Daddy
Method Man,342521,2016,Keanu
David Bianchi,84197,2013,Filly Brown
James Hetfield,193613,2013,Metallica: Through the Never
Ivana Miličević,15365,2008,Witless Protection
Ivana Miličević,24940,2001,Head Over Heels
Anton Lesser,137347,2013,Closer to the Moon
Alaistair Foley,5723,2007,Once
Steven R. McQueen,43593,2010,Piranha 3D
Bianca Bree,146631,2012,U.F.O.
J.J. Johnson,9829,2006,United 93
John Dullaghan,5822,1971,Sweet Sweetback's Baadasssss Song
Jay Chou,1494,2006,Curse of the Golden Flower
Jay Chou,40805,2011,The Green Hornet
Evan McGuire,26963,2009,The Secret of Kells
Holly Valance,8681,2008,Taken
Holly Valance,9053,2006,DOA: Dead or Alive
Madeline Kahn,3034,1974,Young Frankenstein
Madeline Kahn,10156,1981,History of the World: Part I
Madeline Kahn,11072,1974,Blazing Saddles
Madeline Kahn,12535,1977,High Anxiety
Dominic Purcell,36648,2004,Blade: Trinity
Dominic Purcell,49021,2011,Killer Elite
Dominic Purcell,64639,2011,Straw Dogs
Dominic Purcell,252360,2013,In the Name of the King III
Dominic Purcell,356987,2015,Abandoned
Cesar Garcia,335866,2015,Circle
Ralph Lucas,20981,2005,The Call of Cthulhu
Hiroki Hasegawa,315011,2016,Shin Godzilla
Richard Graham,11109,2004,Vera Drake
Maryam d'Abo,708,1987,The Living Daylights
Christopher Hatherhall,241766,2014,Lords of London
Ernest Borgnine,576,1969,The Wild Bunch
Ernest Borgnine,1103,1981,Escape from New York
Ernest Borgnine,9570,1979,The Black Hole
Ernest Borgnine,46256,2011,The Lion of Judah
Rie Rasmussen,9280,2002,Femme Fatale
Richard Riehle,40963,2006,Little Big Top
Richard Riehle,351043,2015,Amnesiac
Louise Brooks,905,1929,Pandora's Box
Danielle Darrieux,2011,2007,Persepolis
Gary Grubbs,18828,2001,Double Take
Niall Horan,164558,2013,One Direction: This Is Us
Charles Malik Whitfield,8007,2001,Behind Enemy Lines
Connor Christopher Levins,20055,2008,The Betrayed
Resse Hartwig,238603,2014,Earth to Echo
David Paymer,1901,2004,In Good Company
David Paymer,2112,1999,Payback
David Paymer,2162,1999,Chill Factor
David Paymer,16871,2009,Drag Me to Hell
David Paymer,17813,2003,Alex & Emma
Todd Graff,2756,1989,The Abyss
Dada Chan,277519,2014,Z Storm
Nicolas Duvauchelle,41248,2009,The Girl on the Train
Nicolas Duvauchelle,71157,2011,Polisse
Jolie Vanier,25132,2009,Shorts
Patrick McGaw,47686,1997,Dream with the Fishes
Felipe Rose,40932,1980,Can't Stop the Music
Jordana Spiro,18206,2006,Alone With Her
Laura Harrington,426067,1990,Midnight Cabaret
Richard Armitage,49051,2012,The Hobbit: An Unexpected Journey
Richard Armitage,57158,2013,The Hobbit: The Desolation of Smaug
Richard Armitage,122917,2014,The Hobbit: The Battle of the Five Armies
Richard Armitage,216282,2014,Into the Storm
Joseph Simmons,29463,1985,Krush Groove
Woody Harrelson,586,1997,Wag the Dog
Woody Harrelson,3509,2006,A Scanner Darkly
Woody Harrelson,6687,2008,Transsiberian
Woody Harrelson,6977,2007,No Country for Old Men
Woody Harrelson,9526,2006,A Prairie Home Companion
Woody Harrelson,10589,2004,After the Sunset
Woody Harrelson,11321,2008,Seven Pounds
Woody Harrelson,11374,1999,Edtv
Woody Harrelson,11517,1995,Money Train
Woody Harrelson,11543,1996,Kingpin
Woody Harrelson,13260,2008,Semi-Pro
Woody Harrelson,13827,2008,"Surfer, Dude"
Woody Harrelson,19908,2009,Zombieland
Woody Harrelson,20761,1999,Play It to the Bone
Woody Harrelson,28089,2009,The Messenger
Woody Harrelson,34769,2009,Defendor
Woody Harrelson,50544,2011,Friends with Benefits
Woody Harrelson,70160,2012,The Hunger Games
Woody Harrelson,75656,2013,Now You See Me
Woody Harrelson,86838,2012,Seven Psychopaths
Woody Harrelson,101299,2013,The Hunger Games: Catching Fire
Woody Harrelson,131631,2014,The Hunger Games: Mockingjay - Part 1
Woody Harrelson,131634,2015,The Hunger Games: Mockingjay - Part 2
Woody Harrelson,146198,2016,Triple 9
Woody Harrelson,164457,2013,Out of the Furnace
Woody Harrelson,175574,2013,Free Birds
Woody Harrelson,291805,2016,Now You See Me 2
Tim Stern,9288,2005,Dungeons & Dragons: Wrath of the Dragon God
Michelle Veintimilla,292483,2014,Not Cool
Jüri Järvet,593,1972,Solaris
John Hoogenakker,253253,2014,Animals
Sarah Paulson,50837,2011,Martha Marcy May Marlene
Michelle Simone Miller,360188,2015,Queen Crab
Aneurin Barnard,227707,2013,The Adventurer: The Curse of the Midas Box
Kelly Lynch,9271,1995,Virtuosity
Kelly Lynch,9667,2005,The Jacket
Kelly Lynch,10135,1989,Road House
Kelly Lynch,12312,2001,Joe Somebody
Laurie Holden,588,2006,Silent Hill
Laurie Holden,5876,2007,The Mist
Laurie Holden,11086,2001,The Majestic
Andrew Daly,89857,2012,High Road
Diane Lane,2133,2000,The Perfect Storm
Diane Lane,2148,1984,The Cotton Club
Diane Lane,2176,2001,The Glass House
Diane Lane,2251,2002,Unfaithful
Diane Lane,8090,2008,Untraceable
Diane Lane,10934,2003,Under the Tuscan Sun
Diane Lane,11648,2005,Must Love Dogs
Diane Lane,17908,2000,My Dog Skip
Diane Lane,20857,2001,Hardball
Diane Lane,28029,1999,A Walk on the Moon
Diane Lane,39486,2010,Secretariat
Diane Lane,49521,2013,Man of Steel
Tom Holland,80278,2012,The Impossible
George Perez,10478,1996,Tin Cup
Corrado Invernizzi,254024,2014,The Face of an Angel
Brooke Dillman,15639,2006,Larry the Cable Guy: Health Inspector
Bruce Springsteen,159014,2013,20 Feet from Stardom
Alexandra Maria Lara,613,2004,Downfall
Alexandra Maria Lara,5708,2007,Control
Alexandra Maria Lara,42819,2009,The City of Your Final Destination
Alexandra Maria Lara,96721,2013,Rush
Dan Miron,84401,2012,Sholem Aleichem: Laughing In The Darkness
Christos Stergioglou,38810,2009,Dogtooth
Bob Gunton,278,1994,The Shawshank Redemption
Bob Gunton,9208,1996,Broken Arrow
Bob Gunton,9273,1995,Ace Ventura: When Nature Calls
Bob Gunton,9625,1996,The Glimmer Man
Bob Gunton,10312,1998,Patch Adams
Bob Gunton,10496,1999,Bats
Phyllis Diller,9487,1998,A Bug's Life
LL Cool J,8914,1999,Deep Blue Sea
LL Cool J,9257,2003,S.W.A.T.
LL Cool J,11535,2002,Rollerball
LL Cool J,16617,2004,Mindhunters
LL Cool J,17379,2006,Last Holiday
LL Cool J,18777,2005,Slow Burn
LL Cool J,22314,1999,In Too Deep
Michael Jackson,13576,2009,This Is It
Michael Jackson,24961,1978,The Wiz
Santino Fontana,109445,2013,Frozen
Suzanne Flon,3482,1964,The Train
Suzanne Flon,10930,2003,The Flower of Evil
Connor Paolo,52015,2010,Stake Land
Aaron Murphy,9912,2005,The World's Fastest Indian
Terrance Zdunich,285743,2016,Alleluia! The Devil's Carnival
Olivia DeJonge,206197,2015,The Sisterhood of Night
Olivia DeJonge,298312,2015,The Visit
Wally Cassell,18712,1949,Sands of Iwo Jima
Kristen Quintrall,114635,2012,The Helpers
Paul Herman,25196,2009,Crazy Heart
Gael García Bernal,55,2000,Amores perros
Gael García Bernal,542,2002,The Crime of Padre Amaro
Gael García Bernal,1164,2006,Babel
Gael García Bernal,1391,2001,Y Tu Mamá También
Gael García Bernal,8338,2008,Blindness
Gael García Bernal,37056,2010,Letters to Juliet
Gael García Bernal,80304,2012,Casa De Mi Padre
Gael García Bernal,222649,2014,Rosewater
Cuba Gooding Jr.,650,1991,Boyz n the Hood
Cuba Gooding Jr.,676,2001,Pearl Harbor
Cuba Gooding Jr.,2162,1999,Chill Factor
Cuba Gooding Jr.,2898,1997,As Good as It Gets
Cuba Gooding Jr.,6950,1995,Outbreak
Cuba Gooding Jr.,9390,1996,Jerry Maguire
Cuba Gooding Jr.,9557,2002,Boat Trip
Cuba Gooding Jr.,9896,2001,Rat Race
Cuba Gooding Jr.,11888,2002,Snow Dogs
Cuba Gooding Jr.,11978,2000,Men of Honor
Cuba Gooding Jr.,12117,1999,Instinct
Cuba Gooding Jr.,12159,1998,What Dreams May Come
Cuba Gooding Jr.,13920,2003,Radio
Cuba Gooding Jr.,14144,2007,Daddy Day Camp
Cuba Gooding Jr.,17577,2009,The Devil's Tomb
Cuba Gooding Jr.,58626,2011,The Hit List
Cuba Gooding Jr.,72431,2012,Red Tails
Cuba Gooding Jr.,288980,2014,Freedom
Brit Morgan,150211,2012,The Frozen
Chad Lindberg,616,2003,The Last Samurai
Chad Lindberg,43947,2010,I Spit on Your Grave
Kathryn Hahn,4148,2008,Revolutionary Road
Kathryn Hahn,9919,2003,How to Lose a Guy in 10 Days
Kathryn Hahn,19905,2009,"The Goods: Live Hard, Sell Hard"
Kathryn Hahn,42888,2010,How Do You Know
Kathryn Hahn,209403,2013,Bad Words
Kathryn Hahn,298312,2015,The Visit
Kathryn Hahn,376659,2016,Bad Moms
Akosua Busia,873,1985,The Color Purple
Shaheen Khan,455,2002,Bend It Like Beckham
Warren Christie,50357,2011,Apollo 18
Nick Frost,747,2004,Shaun of the Dead
Nick Frost,4638,2007,Hot Fuzz
Nick Frost,17578,2011,The Adventures of Tintin
Nick Frost,39513,2011,Paul
Nick Frost,59678,2011,Attack the Block
Nick Frost,107985,2013,The World's End
Nick Frost,290595,2016,The Huntsman: Winter's War
Rob Riggle,35169,2010,Furry Vengeance
Rob Riggle,193893,2014,Let's Be Cops
Tommy Refenes,80215,2012,Indie Game: The Movie
Mike Pniewski,112949,2013,Safe Haven
Cher,10368,1999,Tea with Mussolini
Cher,42297,2010,Burlesque
Cher,47502,1996,Faithful
Joshua Tickell,13518,2008,Fuel
Jamyang Jamtsho Wangchuk,978,1997,Seven Years in Tibet
Eric Stoltz,507,1993,Killing Zoe
Eric Stoltz,9360,1997,Anaconda
Eric Stoltz,11780,1995,Rob Roy
Eric Stoltz,11980,1995,The Prophecy
Eric Stoltz,27451,2001,Harvard Man
Eric Stoltz,281230,2014,Fort McCoy
Satish Kaushik,21074,2007,Brick Lane
Leighton Meester,45272,2010,Country Strong
Leighton Meester,49950,2011,The Roommate
Leighton Meester,59860,2011,Monte Carlo
Leighton Meester,87428,2012,That's My Boy
Ana Maria Guran,344466,2015,The World Is Mine
Putu Dinda Pratika,89708,2011,Samsara
Rodney A. Grant,581,1990,Dances with Wolves
Mélanie Thierry,9381,2008,Babylon A.D.
Bel Powley,250124,2015,The Diary of a Teenage Girl
John Mahoney,10865,2001,Atlantis: The Lost Empire
John Mahoney,11363,1996,She's the One
John Mahoney,11934,1994,The Hudsucker Proxy
John Mahoney,43949,2010,Flipped
Gustaf Hammarsten,18480,2009,Brüno
Alison Doody,89,1989,Indiana Jones and the Last Crusade
Ahnaise Christmas,19615,2009,Flying By
Xu Jinglei,14392,2007,The Warlords
Xu Jinglei,20083,2009,Shinjuku Incident
Anil Raman,282128,2014,An American in Hollywood
Jeffrey Tambor,297,1998,Meet Joe Black
Jeffrey Tambor,1487,2004,Hellboy
Jeffrey Tambor,2830,2003,My Boss's Daughter
Jeffrey Tambor,8871,2000,How the Grinch Stole Christmas
Jeffrey Tambor,11253,2008,Hellboy II: The Golden Army
Jeffrey Tambor,11918,2008,Superhero Movie
Jeffrey Tambor,23082,2009,The Invention of Lying
Jeffrey Tambor,96238,2002,Never Again
Aubrey Plaza,84332,2012,Safety Not Guaranteed
Aubrey Plaza,129139,2013,The To Do List
Aubrey Plaza,291870,2016,Dirty Grandpa
Jon Favreau,9767,2006,The Break-Up
Jon Favreau,10029,1998,Very Bad Things
Jon Favreau,10218,1996,Swingers
Jon Favreau,15745,2001,Made
Jon Favreau,19585,2009,G-Force
Jon Favreau,19899,2009,Couples Retreat
Jon Favreau,38317,2011,Zookeeper
Jon Favreau,109431,2013,Identity Thief
Heather Robb,25983,2009,The House of the Devil
Sherry Stringfield,19904,2009,The Stepfather
Sherry Stringfield,394047,2016,The Dog Lover
Armando Espitia,186935,2013,Heli
Héctor Jiménez,9353,2006,Nacho Libre
Wilson Jermaine Heredia,1833,2005,Rent
Wilson Jermaine Heredia,310933,2013,Bleeding Hearts
Jennifer Lien,73,1998,American History X
Eoin Macken,329440,2016,The Forest
Bonz Malone,37532,1998,Slam
Marcell Nagy,41508,2005,Fateless
Johnny Simmons,15189,2009,Hotel for Dogs
Johnny Simmons,19994,2009,Jennifer's Body
Johnny Simmons,32395,2009,The Greatest
Johnny Simmons,129139,2013,The To Do List
Roy Richard Grinker,30979,2009,The Horse Boy
Grant Piro,10727,2003,Darkness Falls
Mitsuo Iwata,149,1988,Akira
Patrice Thibaud,280391,2015,Why I Did (Not) Eat My Father
Sharlto Copley,17654,2009,District 9
Sharlto Copley,68724,2013,Elysium
Sharlto Copley,102651,2014,Maleficent
Sharlto Copley,198184,2015,Chappie
Gary Busey,169,1990,Predator 2
Jane Goodall,370662,2015,Time to Choose
Cleavon Little,11072,1974,Blazing Saddles
Andrew Henderson,30082,2005,Forty Shades of Blue
Michael Beattie,12779,2002,Swept Away
Marianne Jean-Baptiste,8843,2000,The Cell
Jason Biggs,2105,1999,American Pie
Jason Biggs,2770,2001,American Pie 2
Jason Biggs,8273,2003,American Wedding
Jason Biggs,9036,2006,Eight Below
Jason Biggs,10571,2000,Boys and Girls
Jason Biggs,10642,2000,Loser
Jason Biggs,10739,2003,Anything Else
Jason Biggs,10878,2001,Saving Silverman
Jason Biggs,12486,2006,Farce of the Penguins
Jason Biggs,13160,2008,Over Her Dead Body
Jason Biggs,13596,2008,My Best Friend's Girl
Jason Biggs,71552,2012,American Reunion
Salman Yusuff Khan,157293,2013,ABCD (Any Body Can Dance)
David Margulies,10068,1986,Nine 1/2 Weeks
David Margulies,38007,2006,Ira & Abby
William Condos,70478,1969,The Stewardesses
Kareena Kapoor,20653,2008,Roadside Romeo
Thomas Ian Griffith,9945,1998,Vampires
Thomas Ian Griffith,24227,1993,Excessive Force
Jim Breuer,9490,1998,Half Baked
Nadja Uhl,6968,2008,The Baader Meinhof Complex
Jennifer Aniston,310,2003,Bruce Almighty
Jennifer Aniston,1542,1999,Office Space
Jennifer Aniston,5966,2004,Along Came Polly
Jennifer Aniston,8998,2006,Friends with Money
Jennifer Aniston,8999,2005,Derailed
Jennifer Aniston,9767,2006,The Break-Up
Jennifer Aniston,9962,2002,The Good Girl
Jennifer Aniston,10184,2009,He's Just Not That Into You
Jennifer Aniston,10386,1999,The Iron Giant
Jennifer Aniston,11363,1996,She's the One
Jennifer Aniston,12508,2001,Rock Star
Jennifer Aniston,14306,2008,Marley & Me
Jennifer Aniston,17127,1998,The Object of My Affection
Jennifer Aniston,25643,2009,Love Happens
Jennifer Aniston,27573,2010,The Bounty Hunter
Jennifer Aniston,41210,2010,The Switch
Jennifer Aniston,50546,2011,Just Go with It
Jennifer Aniston,50647,2012,Wanderlust
Jennifer Aniston,51540,2011,Horrible Bosses
Jennifer Aniston,138832,2013,We're the Millers
Jennifer Aniston,227159,2014,Horrible Bosses 2
Paris Hilton,10066,2005,House of Wax
Paris Hilton,14353,2008,Repo! The Genetic Opera
Jaason Simmons,205321,2013,Sharknado
Robert Ryan,576,1969,The Wild Bunch
John Cassavetes,805,1968,Rosemary's Baby
John Cassavetes,45138,1969,Machine Gun McCain
Stacey Travis,15797,1993,Only the Strong
Jonah Bobo,6795,2005,Zathura: A Space Adventure
André the Giant,2493,1987,The Princess Bride
Elvis Presley,39833,1956,Love Me Tender
Paul Mann,14811,1971,Fiddler on the Roof
Maggie Gyllenhaal,141,2001,Donnie Darko
Maggie Gyllenhaal,155,2008,The Dark Knight
Maggie Gyllenhaal,1262,2006,Stranger Than Fiction
Maggie Gyllenhaal,1852,2006,World Trade Center
Maggie Gyllenhaal,2266,2006,"Paris, je t'aime"
Maggie Gyllenhaal,11013,2002,Secretary
Maggie Gyllenhaal,11820,2003,Mona Lisa Smile
Maggie Gyllenhaal,13075,2006,Sherrybaby
Maggie Gyllenhaal,14057,2005,Trust the Man
Maggie Gyllenhaal,25196,2009,Crazy Heart
Maggie Gyllenhaal,35019,2010,Nanny McPhee and the Big Bang
Maggie Gyllenhaal,82631,2012,Won't Back Down
Maggie Gyllenhaal,117251,2013,White House Down
John Gielgud,783,1982,Gandhi
John Gielgud,1955,1980,The Elephant Man
John Gielgud,47890,1981,Sphinx
John Gielgud,110683,1983,The Wicked Lady
Kevin Pollak,629,1995,The Usual Suspects
Kevin Pollak,881,1992,A Few Good Men
Kevin Pollak,2026,2005,Hostage
Kevin Pollak,2069,2000,The Whole Nine Yards
Kevin Pollak,2122,2004,The Whole Ten Yards
Kevin Pollak,9946,1999,End of Days
Kevin Pollak,12138,2001,3000 Miles to Graceland
Kevin Pollak,25212,2000,Deterrence
Kevin Pollak,35696,2002,Juwanna Mann
Kevin Pollak,39303,2009,2:13
Kevin Pollak,39541,2002,Stolen Summer
Kevin Pollak,206284,2013,Grace Unplugged
Tchéky Karyo,2024,2000,The Patriot
Tchéky Karyo,2140,2001,Kiss of the Dragon
Tchéky Karyo,6016,2003,The Good Thief
Tchéky Karyo,9341,2003,The Core
Tchéky Karyo,9737,1995,Bad Boys
Tchéky Karyo,10350,1999,Wing Commander
Brendan Fehr,12484,2001,The Forsaken
Khaira Arby,324322,2015,They Will Have to Kill Us First
Miles Thompson,1382,2005,Me and You and Everyone We Know
Henry Bergman,3082,1936,Modern Times
CJ Adams,71864,2012,The Odd Life of Timothy Green
CJ Adams,246449,2013,Against the Wild
Christopher Corey Smith,294512,2014,Alpha and Omega: The Legend of the Saw Tooth Cave
Yasuko Sawaguchi,129,2001,Spirited Away
Anna Katarina,21512,1989,The Blood of Heroes
Hari Rhodes,1688,1972,Conquest of the Planet of the Apes
Brian Glover,9092,1997,Snow White: A Tale of Terror
Laraine Newman,31909,1986,Invaders from Mars
Jess Weixler,13121,2007,Teeth
Kylie Minogue,11667,1994,Street Fighter
Kylie Minogue,103328,2012,Holy Motors
Tommy Redmond Hicks,27995,1986,She's Gotta Have It
Jeffrey Johnson,35691,2010,Letters to God
Jonathan Ke Quan,87,1984,Indiana Jones and the Temple of Doom
Gene Wilder,252,1971,Willy Wonka & the Chocolate Factory
Gene Wilder,3034,1974,Young Frankenstein
Gene Wilder,11072,1974,Blazing Saddles
Tamara Hope,14877,2007,September Dawn
Tamara Hope,25248,2004,Saint Ralph
Kym Whitley,51820,2005,The Salon
Thomas Pasley,70687,1997,The Sticky Fingers of Time
Alexander Pollock,10992,2001,Cats & Dogs
Jack Scanlon,14574,2008,The Boy in the Striped Pyjamas
Goldy Notay,42057,2010,It's a Wonderful Afterlife
Sandra Oh,2652,2005,Hard Candy
Sandra Oh,9675,2004,Sideways
Sandra Oh,10934,2003,Under the Tuscan Sun
Sandra Oh,34769,2009,Defendor
Shirley MacLaine,284,1960,The Apartment
Shirley MacLaine,11219,1955,The Trouble with Harry
Shirley MacLaine,40001,1996,Mrs. Winterbourne
Shirley MacLaine,42618,1969,Sweet Charity
Shirley MacLaine,92591,2012,Bernie
Shirley MacLaine,116745,2013,The Secret Life of Walter Mitty
Shirley MacLaine,268171,2014,Elsa & Fred
Brad William Henke,13075,2006,Sherrybaby
Brad William Henke,13973,2008,Choke
Eliza Dushku,1588,2000,Bring It On
Eliza Dushku,9902,2003,Wrong Turn
Eliza Dushku,10985,2002,The New Guy
Eliza Dushku,13536,2002,City By The Sea
Eliza Dushku,14033,2001,Soul Survivors
Rutina Wesley,16988,2008,How She Move
Darin De Paul,293644,2015,Top Cat Begins
Katharine McPhee,12620,2008,The House Bunny
Tyler Barrick,40428,2010,8: The Mormon Proposition
Maïwenn,10226,2003,High Tension
Maïwenn,71157,2011,Polisse
Jeppe Beck Laursen,14451,2009,Dead Snow
Heather Magee,54702,2004,Malevolence
Aishwarya Rai Bachchan,9703,2007,The Last Legion
Aishwarya Rai Bachchan,57825,2004,Bride & Prejudice
Alice Drummond,14359,2008,Doubt
Everett McGill,3512,1995,Under Siege 2: Dark Territory
Everett McGill,62204,1981,Quest for Fire
Everett McGill,191229,1988,Iguana
Thomas Horn,64685,2011,Extremely Loud & Incredibly Close
Kipley Wentz,10306,1988,Poltergeist III
Lisa Dodson,39541,2002,Stolen Summer
Jamie Renée Smith,9619,1997,Dante's Peak
Hui Lou Chen,11891,2002,Kung Pow: Enter the Fist
Germán Alcarazu,258755,2014,Hidden Away
Stephan James,323677,2016,Race
Jay Chandrasekhar,9988,2006,Beerfest
Jay Chandrasekhar,11217,2004,Club Dread
Jay Chandrasekhar,39939,2001,Super Troopers
Kristen Bell,9682,2006,Pulse
Kristen Bell,9870,2008,Forgetting Sarah Marshall
Kristen Bell,16577,2009,Astro Boy
Kristen Bell,19899,2009,Couples Retreat
Kristen Bell,38303,2010,You Again
Kristen Bell,78698,2012,Big Miracle
Kristen Bell,109445,2013,Frozen
Kristen Bell,109513,2012,Hit & Run
Kristen Bell,323676,2016,The Boss
Kristen Bell,376659,2016,Bad Moms
Rufus Sewell,1491,2006,The Illusionist
